Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39
SRR27848305_2 - illumina_universal_adapter	(1, 0.0020364239847816996)	(2, 0.0022118240068285905)	(3, 0.002348576566390573)	(4, 0.002467491835574906)	(5, 0.002521003706707856)	(6, 0.002738024072969263)	(7, 0.002904505449827329)	(8, 0.0032880071929468025)	(9, 0.003389085171753485)	(10, 0.0035912411293668512)	(11, 0.0038082614956282583)	(12, 0.004072847969563399)	(13, 0.004536617519382297)	(14, 0.004848770100991171)	(15, 0.005348214231565369)	(16, 0.0060617058466713655)	(17, 0.0074797704316945345)	(18, 0.009269445232918743)	(19, 0.012278001543282364)	(20, 0.015768164693842533)	(21, 0.024553030204835118)	(22, 0.050503314822586146)	(23, 0.08122804749808814)	(24, 0.09294120151274492)	(25, 0.103688168965279)	(26, 0.12067224228653134)	(27, 0.14579012001999203)	(28, 0.18988687471527224)	(29, 0.25611376100575683)	(30, 0.3527591731535937)	(31, 0.4743946291205181)	(32, 0.6228930443961833)	(33, 0.7463835785623834)	(34, 0.8442954383270334)	(35, 0.941383809852582)	(36, 1.0541452138566256)	(37, 1.1909037191820675)	(38, 1.3466975862221915)	(39, 1.5237862050914999)	(40, 1.7243130235170403)
SRR27848305_2 - polya	(1, 0.005172814209518478)	(2, 0.00792867557286539)	(3, 0.010633997946808962)	(4, 0.013704984773494357)	(5, 0.017430005580693582)	(6, 0.020768551763043725)	(7, 0.024047640310801702)	(8, 0.02996664783445187)	(9, 0.03863557095798973)	(10, 0.046935856747056165)	(11, 0.05091059961954249)	(12, 0.05626773249629668)	(13, 0.06259699769863279)	(14, 0.06796899498403502)	(15, 0.07346585330208082)	(16, 0.07920648792195448)	(17, 0.0861065464163754)	(18, 0.09224257430628696)	(19, 0.0977186224522255)	(20, 0.10432733853714479)	(21, 0.10957744767163308)	(22, 0.11510700768870456)	(23, 0.12047008632891797)	(24, 0.1274504126300383)	(25, 0.13368454561702695)	(26, 0.13954409550608496)	(27, 0.1453174318249843)	(28, 0.15100158169199543)	(29, 0.15645087390236748)	(30, 0.16243528482406902)	(31, 0.16803322112092148)	(32, 0.1741157371397001)	(33, 0.17983556158746652)	(34, 0.18599239964948536)	(35, 0.1913703426983468)	(36, 0.19713178749032773)	(37, 0.2033391645417499)	(38, 0.21021841286406356)	(39, 0.21643768144240416)	(40, 0.22214858724498174)
SRR27848305_2 - polyg	(1, 1.5998414383800696)	(2, 1.6258690179227904)	(3, 1.6272276248732214)	(4, 1.628574340296734)	(5, 1.6293680997185394)	(6, 1.6301559133768857)	(7, 1.6310745338313346)	(8, 1.6337114799254973)	(9, 1.635147381800898)	(10, 1.6364703141705736)	(11, 1.6379478363901891)	(12, 1.6394342772549932)	(13, 1.64128043680908)	(14, 1.6420682504674262)	(15, 1.642692555630644)	(16, 1.6433436167294282)	(17, 1.6439560303657275)	(18, 1.6445951999375932)	(19, 1.6451868034017854)	(20, 1.645766515339059)	(21, 1.646402712029195)	(22, 1.6469645866760911)	(23, 1.6474907867422317)	(24, 1.6480259054535613)	(25, 1.648605617390835)	(26, 1.6492150581454046)	(27, 1.6498512548355408)	(28, 1.6504874515256769)	(29, 1.651055271936032)	(30, 1.651739034733842)	(31, 1.6523722585422487)	(32, 1.6530471026948697)	(33, 1.6536922180301947)	(34, 1.6544592215164338)	(35, 1.655193523303647)	(36, 1.655898096273564)	(37, 1.6566205065338588)	(38, 1.657354808321072)	(39, 1.658038571118882)	(40, 1.6588442220676058)
SRR27848306_1 - illumina_universal_adapter	(1, 0.00011250431032138918)	(2, 0.00014464839898464324)	(3, 0.00017143513953735495)	(4, 0.00027322475363765947)	(5, 0.0003053688423009135)	(6, 0.00034822762718525225)	(7, 0.00039376508612486215)	(8, 0.0004151944785670315)	(9, 0.00045001724128555673)	(10, 0.0005410921591647766)	(11, 0.0005759149218833018)	(12, 0.0006053803364912847)	(13, 0.0007500287354759279)	(14, 0.0008411036533551477)	(15, 0.00098307337828452)	(16, 0.001095577688605909)	(17, 0.001425054597404263)	(18, 0.001971504104679582)	(19, 0.0029036826759139497)	(20, 0.003964437601801333)	(21, 0.00665650502734886)	(22, 0.014529128075790832)	(23, 0.024022348927671862)	(24, 0.027408192933534622)	(25, 0.030874397161055517)	(26, 0.03632817753758762)	(27, 0.044589208324043915)	(28, 0.05844331053790641)	(29, 0.07993699115740228)	(30, 0.11219894147908828)	(31, 0.152459412529814)	(32, 0.20250240123038998)	(33, 0.2448522380442272)	(34, 0.27881782506506564)	(35, 0.31488349254523673)	(36, 0.3544609017118683)	(37, 0.4052003456668148)	(38, 0.4638150913442586)	(39, 0.5306265796308322)	(40, 0.6079598996065109)
SRR27848306_1 - polya	(1, 0.005625215516069459)	(2, 0.01226029115097615)	(3, 0.018841793304777418)	(4, 0.02482059379614267)	(5, 0.03021812201751408)	(6, 0.03503169929483638)	(7, 0.04044529956053941)	(8, 0.0492367078099394)	(9, 0.0663052188901273)	(10, 0.08406750655063043)	(11, 0.09029810240319118)	(12, 0.09756802378919714)	(13, 0.10672641038416927)	(14, 0.11510798150311277)	(15, 0.12557088236300196)	(16, 0.13345422010766503)	(17, 0.1424143848225471)	(18, 0.15027897184882325)	(19, 0.1576051453899899)	(20, 0.16594653639810433)	(21, 0.17394773580119932)	(22, 0.18164356636199339)	(23, 0.1882759633228448)	(24, 0.19616197974156313)	(25, 0.20348011726056398)	(26, 0.20997054449648603)	(27, 0.2161234588014439)	(28, 0.22300229377538028)	(29, 0.22979541117954796)	(30, 0.23733052129702575)	(31, 0.24522189506385464)	(32, 0.25329273999238666)	(33, 0.26188860503575184)	(34, 0.2703692870947404)	(35, 0.27876425158396023)	(36, 0.2880780012741381)	(37, 0.3012463629298512)	(38, 0.31724340438793064)	(39, 0.3346681791174696)	(40, 0.35001162410606285)
SRR27848306_2 - illumina_universal_adapter	(1, 0.00010446828815557567)	(2, 0.00011518298437666035)	(3, 0.00012589768059774505)	(4, 0.00016339911737154144)	(5, 0.0001848285098137108)	(6, 0.00023572331686386305)	(7, 0.0002705460795823883)	(8, 0.00030001149419037117)	(9, 0.00032947690879835405)	(10, 0.00040447978234594683)	(11, 0.0004607319375066414)	(12, 0.0005571642034964036)	(13, 0.0006857405581494198)	(14, 0.0007794941500839108)	(15, 0.0009509292896212658)	(16, 0.0010902203404953667)	(17, 0.0014384479676806188)	(18, 0.002030434933895548)	(19, 0.0029545774829641018)	(20, 0.004012653734796214)	(21, 0.006777045359836063)	(22, 0.01461484564555951)	(23, 0.024113423845551082)	(24, 0.027531411940077098)	(25, 0.031008330863819076)	(26, 0.036539792787954044)	(27, 0.04473117804897329)	(28, 0.058837075624031274)	(29, 0.08067362652260186)	(30, 0.11294897021456421)	(31, 0.1532281919836768)	(32, 0.2040426388121709)	(33, 0.2471398256874288)	(34, 0.28153935790522117)	(35, 0.3176746709108293)	(36, 0.35787621113233903)	(37, 0.4085620816061801)	(38, 0.4670884310397999)	(39, 0.5339133126966499)	(40, 0.6113752090269816)
SRR27848306_2 - polya	(1, 0.005633251538235273)	(2, 0.008188706586963971)	(3, 0.010835236553571888)	(4, 0.014223759233489919)	(5, 0.018375704019160236)	(6, 0.02218745719981111)	(7, 0.025734021648990142)	(8, 0.03199408291615887)	(9, 0.041072109289472865)	(10, 0.050059060744907645)	(11, 0.054631557357255535)	(12, 0.05986836513531067)	(13, 0.06674720010924705)	(14, 0.07287600634770748)	(15, 0.07913606761487621)	(16, 0.08593722104120971)	(17, 0.09341875767758209)	(18, 0.09994400767622266)	(19, 0.10611835137362272)	(20, 0.11291950479995622)	(21, 0.11902956032002976)	(22, 0.12513693716604804)	(23, 0.13144253589215638)	(24, 0.13884639098092588)	(25, 0.14585648098357054)	(26, 0.15232815750110568)	(27, 0.15827213522975242)	(28, 0.16441701351254448)	(29, 0.17046813820340206)	(30, 0.17678445162573148)	(31, 0.18316237455133214)	(32, 0.1896876245499727)	(33, 0.19604143940907592)	(34, 0.2027622326137513)	(35, 0.20863120746885044)	(36, 0.21484305260302428)	(37, 0.2213816959719412)	(38, 0.22895966487430336)	(39, 0.23580635575957648)	(40, 0.24190569658342892)
SRR27848306_2 - polyg	(1, 1.224397802597955)	(2, 1.2666699578641893)	(3, 1.267644995220308)	(4, 1.269008440314441)	(5, 1.2698120425310224)	(6, 1.2705861793329958)	(7, 1.2715638953631696)	(8, 1.273918449857753)	(9, 1.275469402135755)	(10, 1.2770310691099782)	(11, 1.2786222014988091)	(12, 1.280339231568238)	(13, 1.282375023850244)	(14, 1.2833929199912473)	(15, 1.2840277657423464)	(16, 1.284823331936762)	(17, 1.2854983577986903)	(18, 1.2862108850973923)	(19, 1.2868323374782153)	(20, 1.2876037956061335)	(21, 1.2882547134015643)	(22, 1.288835985671558)	(23, 1.28944672335616)	(24, 1.2902288961802992)	(25, 1.2908262404946247)	(26, 1.2915655545338796)	(27, 1.2923129045953001)	(28, 1.293022753219947)	(29, 1.2937567099110914)	(30, 1.294426378424909)	(31, 1.2950933682646717)	(32, 1.2958326823039266)	(33, 1.2966148551280656)	(34, 1.2974077426484258)	(35, 1.2981765221022887)	(36, 1.299049769844307)	(37, 1.2999524830009335)	(38, 1.3007721572618465)	(39, 1.3016668343963071)	(40, 1.3026472291005364)
SRR27848307_1 - illumina_universal_adapter	(1, 0.00013102448069942464)	(2, 0.000165204780012318)	(3, 0.00021077851242950918)	(4, 0.00032756120174856157)	(5, 0.0003474997096810827)	(6, 0.00042725374141116727)	(7, 0.0004386471745154651)	(8, 0.0004528889658958373)	(9, 0.0004671307572762095)	(10, 0.0005326429976259218)	(11, 0.0005725200134909642)	(12, 0.0006237904624603043)	(13, 0.0007776018093683245)	(14, 0.0008943844986873768)	(15, 0.0010254089793868015)	(16, 0.0011735236097426727)	(17, 0.0016776830246078502)	(18, 0.0023897725936264623)	(19, 0.0036629887430317406)	(20, 0.004998868774510657)	(21, 0.008382718406487102)	(22, 0.01825512819136114)	(23, 0.029751102193597615)	(24, 0.03411763543081974)	(25, 0.038019886269041736)	(26, 0.0446679544853995)	(27, 0.054947679503752185)	(28, 0.07145676407187969)	(29, 0.09716319751345158)	(30, 0.13541664916113144)	(31, 0.18421757150511495)	(32, 0.24212184689943242)	(33, 0.29210483792798686)	(34, 0.33209009140751994)	(35, 0.3727447090819305)	(36, 0.41967426003853314)	(37, 0.4786381247115503)	(38, 0.5469901782625088)	(39, 0.6253314242876605)	(40, 0.7141289935442814)
SRR27848307_1 - polya	(1, 0.005958765513547746)	(2, 0.012282120886433021)	(3, 0.01830639864033048)	(4, 0.02372112772314801)	(5, 0.028927926651812097)	(6, 0.03342263601145758)	(7, 0.03874052091288857)	(8, 0.04689537065728972)	(9, 0.06386304090786521)	(10, 0.08065411294532408)	(11, 0.08662142353370005)	(12, 0.09310143861176942)	(13, 0.10161802985723202)	(14, 0.10934847421849808)	(15, 0.11931487982648258)	(16, 0.12697126687257068)	(17, 0.13550779662596582)	(18, 0.14320975740447112)	(19, 0.15025944413775538)	(20, 0.15849974463043875)	(21, 0.1658399639078826)	(22, 0.17244815510837533)	(23, 0.17894810869437722)	(24, 0.18665861454771077)	(25, 0.19338643679579862)	(26, 0.1996300381369538)	(27, 0.2056030454418819)	(28, 0.2118893721571782)	(29, 0.21888494008321707)	(30, 0.22656981071206592)	(31, 0.23423759119125834)	(32, 0.2421674206318496)	(33, 0.25074667575938586)	(34, 0.2593430210365785)	(35, 0.2677314361596178)	(36, 0.27718798563618496)	(37, 0.29010813877645864)	(38, 0.3073492514215373)	(39, 0.3253736625925364)	(40, 0.3415922146165043)
SRR27848307_2 - illumina_universal_adapter	(1, 0.00012817612242335019)	(2, 0.00014526627207979686)	(3, 0.000165204780012318)	(4, 0.00019653672104913693)	(5, 0.0001993850793252114)	(6, 0.00022502030380988142)	(7, 0.00025065552829455146)	(8, 0.00027913911105529595)	(9, 0.0002962292607117426)	(10, 0.00034465135140500825)	(11, 0.0004101635917547206)	(12, 0.00047852419038050734)	(13, 0.0005867618048713363)	(14, 0.0006807576279817931)	(15, 0.0008687492742027068)	(16, 0.0010282573376628758)	(17, 0.0015637486935648722)	(18, 0.0022957767705160054)	(19, 0.0035433576954366137)	(20, 0.004884934443467679)	(21, 0.008294419299928794)	(22, 0.018141193860318164)	(23, 0.029514688456683435)	(24, 0.03389261512700986)	(25, 0.037789169248679706)	(26, 0.044534081646424)	(27, 0.05473974934959875)	(28, 0.0715678500446466)	(29, 0.09765026677866032)	(30, 0.13591796021772054)	(31, 0.18479863659343415)	(32, 0.2435859030533347)	(33, 0.29433225409987707)	(34, 0.33492990460876615)	(35, 0.3757126984056001)	(36, 0.42337427743915385)	(37, 0.48233529375389494)	(38, 0.5505705646155344)	(39, 0.6288434500420603)	(40, 0.7178147691535217)
SRR27848307_2 - polya	(1, 0.004711184588627138)	(2, 0.006878785236719793)	(3, 0.009148926782751128)	(4, 0.012054252224347067)	(5, 0.015480827230464627)	(6, 0.018827648204852103)	(7, 0.021957993950257923)	(8, 0.027275878851688917)	(9, 0.03530255247366671)	(10, 0.04328650072150339)	(11, 0.04716596469351679)	(12, 0.05188284599869608)	(13, 0.058072328532605855)	(14, 0.06344433224128226)	(15, 0.06882772938306297)	(16, 0.07461844175832233)	(17, 0.08100446101328124)	(18, 0.086772386522332)	(19, 0.09219281232170168)	(20, 0.09882663874667906)	(21, 0.10413028185672969)	(22, 0.10965609691231412)	(23, 0.11504519077064697)	(24, 0.12169041062872867)	(25, 0.1276036024098592)	(26, 0.133448433592364)	(27, 0.13914515014451287)	(28, 0.14495295266942868)	(29, 0.15047591936673704)	(30, 0.156366324281659)	(31, 0.16198613516035387)	(32, 0.16790787201631266)	(33, 0.17336817483154737)	(34, 0.17944657139269024)	(35, 0.18498377988137898)	(36, 0.19086279136319664)	(37, 0.19685004045950513)	(38, 0.20325884658067264)	(39, 0.2094625709059628)	(40, 0.21515074238328347)
SRR27848307_2 - polyg	(1, 0.7636391570990074)	(2, 0.7888870048581313)	(3, 0.7896959386085365)	(4, 0.7907982532613773)	(5, 0.7915815517872978)	(6, 0.7923050347894207)	(7, 0.793116816898102)	(8, 0.7948486187299552)	(9, 0.7960990480131519)	(10, 0.7973893543122136)	(11, 0.79870529583576)	(12, 0.7998759710872266)	(13, 0.8012887567921595)	(14, 0.8020777520346322)	(15, 0.8026417269732949)	(16, 0.8033253329595528)	(17, 0.8039177914809763)	(18, 0.8045130983606759)	(19, 0.8050001676258846)	(20, 0.8055214171904062)	(21, 0.8060996339204493)	(22, 0.8066721539339402)	(23, 0.8072987927546766)	(24, 0.807888402917824)	(25, 0.8085435253213211)	(26, 0.8090761683189471)	(27, 0.8097255940058921)	(28, 0.8103778680511131)	(29, 0.8109219044818433)	(30, 0.8116539325587945)	(31, 0.8123460836198806)	(32, 0.8129698740823409)	(33, 0.8136591767851509)	(34, 0.8143769630707216)	(35, 0.8151004460728445)	(36, 0.8158609577325564)	(37, 0.8166670431246855)	(38, 0.817490218666471)	(39, 0.8182991524168761)	(40, 0.8190796025845205)
SRR27848308_1 - illumina_universal_adapter	(1, 0.016259133315646962)	(2, 0.01680537191522775)	(3, 0.017013056382776698)	(4, 0.01745972023764224)	(5, 0.017593434894831287)	(6, 0.01795759396121848)	(7, 0.01811406856005673)	(8, 0.018296148093250326)	(9, 0.018390032852553275)	(10, 0.018739966955409717)	(11, 0.018961876386489412)	(12, 0.019072831102029262)	(13, 0.019860894081632798)	(14, 0.020225053148019992)	(15, 0.020700166929947035)	(16, 0.02155081974908587)	(17, 0.024990415930821158)	(18, 0.02890797088718964)	(19, 0.03528359954167167)	(20, 0.04023673184307874)	(21, 0.05057543533722766)	(22, 0.08171388050603885)	(23, 0.1184825662403208)	(24, 0.1318398069956948)	(25, 0.1433734074264267)	(26, 0.1612570315772853)	(27, 0.1865860016401383)	(28, 0.22787253579178637)	(29, 0.28907686387919024)	(30, 0.37732284763854934)	(31, 0.48663315739424273)	(32, 0.6148825835947763)	(33, 0.7206992423073175)	(34, 0.8039494188746774)	(35, 0.8880360232976453)	(36, 0.9804812162912817)	(37, 1.092901103074797)	(38, 1.2226299254825286)	(39, 1.3686804710454423)	(40, 1.5341025719445311)
SRR27848308_1 - polya	(1, 0.014526532757601643)	(2, 0.019920638928461947)	(3, 0.024970500981878106)	(4, 0.029565164202310278)	(5, 0.0337643734365876)	(6, 0.03742587904940259)	(7, 0.04167345315968446)	(8, 0.04853842055962429)	(9, 0.06234232516986385)	(10, 0.0760665699843312)	(11, 0.08056450345275427)	(12, 0.08632845867541407)	(13, 0.09334421068877985)	(14, 0.09962595458395894)	(15, 0.10684085608675521)	(16, 0.11272145601036715)	(17, 0.11941572384793799)	(18, 0.12526787384448843)	(19, 0.13073594982570863)	(20, 0.13748142753199016)	(21, 0.14385421119376604)	(22, 0.14937918702910927)	(23, 0.15412463486296737)	(24, 0.16035516888943577)	(25, 0.1656098704176947)	(26, 0.1702102236235392)	(27, 0.17470815709196225)	(28, 0.17964706442983858)	(29, 0.18476805130090848)	(30, 0.19071693104946802)	(31, 0.19647804127942167)	(32, 0.20249520085292882)	(33, 0.20912972384367048)	(34, 0.21573579690735067)	(35, 0.22202892077335437)	(36, 0.22956815144465173)	(37, 0.24032791385931085)	(38, 0.2546268472004205)	(39, 0.27029991201860054)	(40, 0.28452772054205644)
SRR27848308_2 - illumina_universal_adapter	(1, 0.015126826218599282)	(2, 0.015607629985938624)	(3, 0.01573280966500922)	(4, 0.01585229935866752)	(5, 0.015963254074207366)	(6, 0.01621930341776086)	(7, 0.01633310312600686)	(8, 0.016546477578968107)	(9, 0.016663122279920256)	(10, 0.017018746368188998)	(11, 0.017269105726330194)	(12, 0.017545070018826738)	(13, 0.01822786826830273)	(14, 0.01862047726175142)	(15, 0.01924353066439826)	(16, 0.020606282170644086)	(17, 0.024097088221090072)	(18, 0.0282280176304198)	(19, 0.034578041350546485)	(20, 0.03963359338937495)	(21, 0.05030516103014341)	(22, 0.08134118646153321)	(23, 0.1179420176261523)	(24, 0.13134762325753088)	(25, 0.14291536360073656)	(26, 0.16101520719726256)	(27, 0.18623606753728186)	(28, 0.22815134507698906)	(29, 0.2902603808449486)	(30, 0.3787140490718567)	(31, 0.4881296235576776)	(32, 0.6182396749880332)	(33, 0.7259198039231027)	(34, 0.8103051325802163)	(35, 0.8945339866384917)	(36, 0.9884557308466201)	(37, 1.100682158126117)	(38, 1.2300069915695753)	(39, 1.3759266674680062)	(40, 1.5412036737390815)
SRR27848308_2 - polya	(1, 0.016896411681824552)	(2, 0.020182378257427743)	(3, 0.024060103315910124)	(4, 0.02870313141234684)	(5, 0.03421957226957159)	(6, 0.03870897075987621)	(7, 0.04656115062885008)	(8, 0.05307618392593346)	(9, 0.06238784505316224)	(10, 0.07137233201918379)	(11, 0.07539230671297366)	(12, 0.08020318937907323)	(13, 0.08630854372647102)	(14, 0.0931706661337047)	(15, 0.1017369391719222)	(16, 0.10735010978115604)	(17, 0.11401308269895923)	(18, 0.11933037406675348)	(19, 0.12416401667450225)	(20, 0.13056240527063348)	(21, 0.13547570767415446)	(22, 0.1407873090565364)	(23, 0.14583148112454028)	(24, 0.1528671480868491)	(25, 0.15920294684344502)	(26, 0.16562978536663778)	(27, 0.17180910952439546)	(28, 0.17745357505339696)	(29, 0.18275095147224815)	(30, 0.18831575720547747)	(31, 0.19359321867538562)	(32, 0.19940553877404996)	(33, 0.20504431431763917)	(34, 0.2116703023302624)	(35, 0.21780126161201555)	(36, 0.2231754528339328)	(37, 0.2284102394132487)	(38, 0.23440463904510664)	(39, 0.24025109905624478)	(40, 0.2455598554459206)
SRR27848308_2 - polyg	(1, 8.705330591708696)	(2, 8.730286867727044)	(3, 8.731567114444811)	(4, 8.73328833503203)	(5, 8.734269857515653)	(6, 8.735237155035744)	(7, 8.736383687096323)	(8, 8.7450239299449)	(9, 8.748107902038367)	(10, 8.751464993431624)	(11, 8.756475025587154)	(12, 8.762338555554528)	(13, 8.769820886371702)	(14, 8.771166567921712)	(15, 8.772241975164636)	(16, 8.773493771955343)	(17, 8.774327354818244)	(18, 8.775249132455036)	(19, 8.775971760602399)	(20, 8.776631798910225)	(21, 8.777297527203464)	(22, 8.777994550416471)	(23, 8.778589153892057)	(24, 8.77926626215612)	(25, 8.779852330653588)	(26, 8.780401414245874)	(27, 8.78098179275793)	(28, 8.781735715825059)	(29, 8.78237014919853)	(30, 8.783033032499063)	(31, 8.783673155857947)	(32, 8.784341729143891)	(33, 8.784981852502776)	(34, 8.785633355832484)	(35, 8.786245029264306)	(36, 8.787050162200147)	(37, 8.787769945354803)	(38, 8.788526713414639)	(39, 8.78938305621919)	(40, 8.79018818915503)
SRR27848309_1 - illumina_universal_adapter	(1, 0.004669657577863851)	(2, 0.00482202644316843)	(3, 0.004944519060374072)	(4, 0.005165603296306206)	(5, 0.005255232040603016)	(6, 0.005398638031477914)	(7, 0.005479303901345043)	(8, 0.005604784143360579)	(9, 0.005664536639558453)	(10, 0.00596927437016761)	(11, 0.006330776972164748)	(12, 0.006369616094693366)	(13, 0.007161336669315196)	(14, 0.007394371404486904)	(15, 0.007696121510286169)	(16, 0.00825480734973629)	(17, 0.00970081775772484)	(18, 0.011406751524174141)	(19, 0.013725148376651652)	(20, 0.01621085221848321)	(21, 0.021352554516310265)	(22, 0.03706746101635112)	(23, 0.055501106093395244)	(24, 0.06243837090196841)	(25, 0.06855403888782081)	(26, 0.07867611174374066)	(27, 0.09408926813798225)	(28, 0.11843542271380601)	(29, 0.1552758242446052)	(30, 0.21005691275881608)	(31, 0.2784645580309521)	(32, 0.36023584907774264)	(33, 0.42855386560558184)	(34, 0.4818710179629448)	(35, 0.5372107923166057)	(36, 0.5998642722048866)	(37, 0.6793709436457777)	(38, 0.769298450423578)	(39, 0.8702891318724146)	(40, 0.9877715022718646)
SRR27848309_1 - polya	(1, 0.0068476360642763575)	(2, 0.013274017030357703)	(3, 0.019049095787882223)	(4, 0.024226649583428003)	(5, 0.028959047282299623)	(6, 0.03338670725056209)	(7, 0.038184832695251365)	(8, 0.04610801369108945)	(9, 0.061900598436187546)	(10, 0.07801883428556405)	(11, 0.08362063080411473)	(12, 0.09021133113474024)	(13, 0.09806878438476066)	(14, 0.10515543043382852)	(15, 0.11383746813137961)	(16, 0.12141408464927003)	(17, 0.12908929278588693)	(18, 0.13609826058989755)	(19, 0.14279054016405945)	(20, 0.15057330279383252)	(21, 0.15765994884290038)	(22, 0.16415504517960927)	(23, 0.17008249280243837)	(24, 0.1773274829664306)	(25, 0.1834401633274731)	(26, 0.18920329158575805)	(27, 0.19484392722683735)	(28, 0.20056224111297388)	(29, 0.20678845121679237)	(30, 0.213122215813767)	(31, 0.2196681017722441)	(32, 0.2263484308471664)	(33, 0.2327060964426202)	(34, 0.23880383867961325)	(35, 0.2452332072705045)	(36, 0.2523885686901999)	(37, 0.26137235649355023)	(38, 0.27137492435707433)	(39, 0.28161351458058004)	(40, 0.29108428522794305)
SRR27848309_2 - illumina_universal_adapter	(1, 0.004517288712559272)	(2, 0.004648744204194595)	(3, 0.004720447199632044)	(4, 0.004792150195069493)	(5, 0.004857877940887155)	(6, 0.004938543810754284)	(7, 0.005022197305431308)	(8, 0.005174566170735887)	(9, 0.00523431866693376)	(10, 0.005530093523113237)	(11, 0.0058557446273916494)	(12, 0.005963299120547823)	(13, 0.006746056820739972)	(14, 0.007038844052109554)	(15, 0.007394371404486904)	(16, 0.008159203355819692)	(17, 0.009632102387097285)	(18, 0.011463516395562123)	(19, 0.013799838996898996)	(20, 0.016327369586069063)	(21, 0.021779784864125063)	(22, 0.03742597599353836)	(23, 0.05575206657742631)	(24, 0.06266841801233022)	(25, 0.0688408508695706)	(26, 0.07905255246978728)	(27, 0.09436114199568259)	(28, 0.11911361354565188)	(29, 0.15662921828348705)	(30, 0.21149097266756506)	(31, 0.27990160556451094)	(32, 0.3628559960360194)	(33, 0.4320762752564465)	(34, 0.4859849773261684)	(35, 0.541279937307681)	(36, 0.6046713605240055)	(37, 0.6840495640980712)	(38, 0.7738426277594262)	(39, 0.8747556309632057)	(40, 0.9922708652355645)
SRR27848309_2 - polya	(1, 0.007962020118366707)	(2, 0.011113964292804559)	(3, 0.014702101689486892)	(4, 0.018358954456796778)	(5, 0.022281705832187207)	(6, 0.026234333455676568)	(7, 0.02994197584475465)	(8, 0.03591722546454205)	(9, 0.04549853822987114)	(10, 0.054589880526377664)	(11, 0.05870981513922108)	(12, 0.06377981444161068)	(13, 0.07022710878136128)	(14, 0.07592152166901868)	(15, 0.08248832100116503)	(16, 0.08831717700526763)	(17, 0.09555021667002027)	(18, 0.10131633255311512)	(19, 0.10677173545598101)	(20, 0.1135088294022913)	(21, 0.11859675445354027)	(22, 0.12437482083587469)	(23, 0.1296330405012876)	(24, 0.13630440670178023)	(25, 0.14263219604913507)	(26, 0.14874487641017758)	(27, 0.15446020267150423)	(28, 0.15999627144423725)	(29, 0.165849028446819)	(30, 0.1714926517127082)	(31, 0.17722889134770412)	(32, 0.18300695773003853)	(33, 0.1884265091351857)	(34, 0.19427627851295756)	(35, 0.19978545866240152)	(36, 0.20538426755614234)	(37, 0.21152383654047388)	(38, 0.21803387100123225)	(39, 0.22398820724735038)	(40, 0.2298618776236014)
SRR27848309_2 - polyg	(1, 3.8496322457930883)	(2, 3.8814056356463076)	(3, 3.8824781929530596)	(4, 3.883822624117512)	(5, 3.8846531838146623)	(6, 3.885492706386242)	(7, 3.8864099072028795)	(8, 3.890843542420762)	(9, 3.892683919303656)	(10, 3.8946288630548973)	(11, 3.896875556911937)	(12, 3.899435951374016)	(13, 3.9026028336725034)	(14, 3.903573811735719)	(15, 3.9043715075599605)	(16, 3.9051333518864833)	(17, 3.9057727035958005)	(18, 3.9064269934291675)	(19, 3.9070185431415263)	(20, 3.907648931976414)	(21, 3.9082763331864916)	(22, 3.908852944774801)	(23, 3.9093996801150115)	(24, 3.9099553783296517)	(25, 3.9104393735488547)	(26, 3.910971170765016)	(27, 3.9116254605983825)	(28, 3.9122887133061788)	(29, 3.9129101392666366)	(30, 3.9135614414751934)	(31, 3.914170916936412)	(32, 3.9148042933961094)	(33, 3.915404805982898)	(34, 3.9160949473139834)	(35, 3.9168149648931676)	(36, 3.917508093849063)	(37, 3.9182520124267266)	(38, 3.9189481290074317)	(39, 3.919641257963327)	(40, 3.9203553002928917)
SRR27848310_1 - illumina_universal_adapter	(1, 0.000492245925361102)	(2, 0.0005772169481912922)	(3, 0.0006680480415614955)	(4, 0.0010137922034222694)	(5, 0.0010489526266623482)	(6, 0.0012188946723227286)	(7, 0.0013243759420429647)	(8, 0.001409346964873155)	(9, 0.0014532974939232533)	(10, 0.0016408197512036732)	(11, 0.0018254119732140865)	(12, 0.0019133130313142832)	(13, 0.002279567440065103)	(14, 0.0025022501205856015)	(15, 0.0027220027658360936)	(16, 0.0032787094671373395)	(17, 0.004506394245270088)	(18, 0.006358176535914233)	(19, 0.00998849023545236)	(20, 0.012927315611268938)	(21, 0.01901592890234257)	(22, 0.037785734842004585)	(23, 0.060423187338075265)	(24, 0.06915176240742481)	(25, 0.07693393608456223)	(26, 0.08924301425385978)	(27, 0.10781650783043135)	(28, 0.13911807461991144)	(29, 0.18421131742531238)	(30, 0.25054731593826085)	(31, 0.33375445753590716)	(32, 0.43300354223683934)	(33, 0.5141157086164309)	(34, 0.5789661792474861)	(35, 0.6446399897894131)	(36, 0.7197426538302212)	(37, 0.8127859238292795)	(38, 0.9197204910434389)	(39, 1.0414341561595113)	(40, 1.1791370237440095)
