Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29
SRR29492982_2	(11.0, 2.0)	(12.0, 173.0)	(13.0, 2031.0)	(14.0, 6925.0)	(15.0, 11972.0)	(16.0, 14795.0)	(17.0, 17407.0)	(18.0, 22834.0)	(19.0, 38114.0)	(20.0, 72080.0)	(21.0, 138433.0)	(22.0, 229205.0)	(23.0, 334185.0)	(24.0, 415660.0)	(25.0, 486019.0)	(26.0, 536175.0)	(27.0, 618154.0)	(28.0, 708213.0)	(29.0, 860664.0)	(30.0, 1050188.0)	(31.0, 1362934.0)	(32.0, 1795390.0)	(33.0, 2615494.0)	(34.0, 4189329.0)	(35.0, 8695037.0)	(36.0, 15937958.0)	(37.0, 372172.0)			
SRR29492983_1	(14.0, 11.0)	(15.0, 122.0)	(16.0, 548.0)	(17.0, 1540.0)	(18.0, 3378.0)	(19.0, 7701.0)	(20.0, 16579.0)	(21.0, 33940.0)	(22.0, 62742.0)	(23.0, 112138.0)	(24.0, 182225.0)	(25.0, 279176.0)	(26.0, 389604.0)	(27.0, 538814.0)	(28.0, 708252.0)	(29.0, 942924.0)	(30.0, 1213734.0)	(31.0, 1566961.0)	(32.0, 1948893.0)	(33.0, 2551528.0)	(34.0, 3527903.0)	(35.0, 6418871.0)	(36.0, 18032439.0)	(37.0, 927608.0)						
SRR29492983_2	(11.0, 6.0)	(12.0, 301.0)	(13.0, 3176.0)	(14.0, 10513.0)	(15.0, 17615.0)	(16.0, 21252.0)	(17.0, 24229.0)	(18.0, 29590.0)	(19.0, 46019.0)	(20.0, 82331.0)	(21.0, 151617.0)	(22.0, 240724.0)	(23.0, 338952.0)	(24.0, 411397.0)	(25.0, 473565.0)	(26.0, 516775.0)	(27.0, 589718.0)	(28.0, 674303.0)	(29.0, 818334.0)	(30.0, 1004753.0)	(31.0, 1306768.0)	(32.0, 1728657.0)	(33.0, 2537464.0)	(34.0, 4094986.0)	(35.0, 8513841.0)	(36.0, 15460326.0)	(37.0, 370419.0)			
SRR29492984_1	(14.0, 15.0)	(15.0, 138.0)	(16.0, 567.0)	(17.0, 1601.0)	(18.0, 3816.0)	(19.0, 8462.0)	(20.0, 18707.0)	(21.0, 39397.0)	(22.0, 75513.0)	(23.0, 136559.0)	(24.0, 221598.0)	(25.0, 340717.0)	(26.0, 474072.0)	(27.0, 648227.0)	(28.0, 848207.0)	(29.0, 1126760.0)	(30.0, 1446704.0)	(31.0, 1869619.0)	(32.0, 2324246.0)	(33.0, 3051872.0)	(34.0, 4233632.0)	(35.0, 7793906.0)	(36.0, 21825909.0)	(37.0, 1055197.0)						
SRR29492984_2	(11.0, 5.0)	(12.0, 356.0)	(13.0, 3476.0)	(14.0, 9038.0)	(15.0, 11756.0)	(16.0, 12374.0)	(17.0, 14154.0)	(18.0, 19758.0)	(19.0, 37816.0)	(20.0, 79525.0)	(21.0, 160168.0)	(22.0, 267285.0)	(23.0, 388959.0)	(24.0, 476672.0)	(25.0, 548291.0)	(26.0, 594342.0)	(27.0, 672618.0)	(28.0, 764912.0)	(29.0, 919146.0)	(30.0, 1121354.0)	(31.0, 1459731.0)	(32.0, 1936675.0)	(33.0, 2861312.0)	(34.0, 4656468.0)	(35.0, 9980828.0)	(36.0, 20019952.0)	(37.0, 528470.0)			
SRR29492985_1	(14.0, 12.0)	(15.0, 122.0)	(16.0, 473.0)	(17.0, 1435.0)	(18.0, 3330.0)	(19.0, 7526.0)	(20.0, 15925.0)	(21.0, 32359.0)	(22.0, 59796.0)	(23.0, 106799.0)	(24.0, 173216.0)	(25.0, 270689.0)	(26.0, 387582.0)	(27.0, 547203.0)	(28.0, 731282.0)	(29.0, 981746.0)	(30.0, 1265558.0)	(31.0, 1629127.0)	(32.0, 2025659.0)	(33.0, 2654089.0)	(34.0, 3684168.0)	(35.0, 6756071.0)	(36.0, 18311504.0)	(37.0, 820942.0)						
SRR29492985_2	(11.0, 6.0)	(12.0, 280.0)	(13.0, 2635.0)	(14.0, 8276.0)	(15.0, 12672.0)	(16.0, 14516.0)	(17.0, 16361.0)	(18.0, 20699.0)	(19.0, 35532.0)	(20.0, 69279.0)	(21.0, 131456.0)	(22.0, 214054.0)	(23.0, 307403.0)	(24.0, 378384.0)	(25.0, 444474.0)	(26.0, 489565.0)	(27.0, 563061.0)	(28.0, 647758.0)	(29.0, 785818.0)	(30.0, 962832.0)	(31.0, 1258092.0)	(32.0, 1665841.0)	(33.0, 2460122.0)	(34.0, 4005929.0)	(35.0, 8598749.0)	(36.0, 16943686.0)	(37.0, 429133.0)			
SRR29492986_1	(13.0, 1.0)	(14.0, 22.0)	(15.0, 125.0)	(16.0, 596.0)	(17.0, 1663.0)	(18.0, 4084.0)	(19.0, 9120.0)	(20.0, 19130.0)	(21.0, 38846.0)	(22.0, 73766.0)	(23.0, 134027.0)	(24.0, 218296.0)	(25.0, 336607.0)	(26.0, 467026.0)	(27.0, 642750.0)	(28.0, 842215.0)	(29.0, 1118116.0)	(30.0, 1428969.0)	(31.0, 1838667.0)	(32.0, 2279329.0)	(33.0, 2987048.0)	(34.0, 4134610.0)	(35.0, 7587795.0)	(36.0, 21055175.0)	(37.0, 983179.0)					
SRR29492986_2	(11.0, 5.0)	(12.0, 518.0)	(13.0, 4479.0)	(14.0, 10975.0)	(15.0, 14209.0)	(16.0, 14666.0)	(17.0, 16333.0)	(18.0, 22848.0)	(19.0, 42386.0)	(20.0, 85743.0)	(21.0, 166100.0)	(22.0, 272988.0)	(23.0, 390990.0)	(24.0, 476215.0)	(25.0, 550016.0)	(26.0, 598399.0)	(27.0, 681409.0)	(28.0, 774056.0)	(29.0, 927472.0)	(30.0, 1129697.0)	(31.0, 1462317.0)	(32.0, 1930062.0)	(33.0, 2827703.0)	(34.0, 4575752.0)	(35.0, 9735985.0)	(36.0, 18997964.0)	(37.0, 491875.0)			
SRR29492987_1	(14.0, 10.0)	(15.0, 133.0)	(16.0, 568.0)	(17.0, 1563.0)	(18.0, 3558.0)	(19.0, 7775.0)	(20.0, 16891.0)	(21.0, 34628.0)	(22.0, 66104.0)	(23.0, 122772.0)	(24.0, 203266.0)	(25.0, 312411.0)	(26.0, 431530.0)	(27.0, 591229.0)	(28.0, 772470.0)	(29.0, 1022660.0)	(30.0, 1307449.0)	(31.0, 1676537.0)	(32.0, 2078057.0)	(33.0, 2727155.0)	(34.0, 3790046.0)	(35.0, 6996859.0)	(36.0, 18755248.0)	(37.0, 819272.0)						
SRR29492987_2	(11.0, 2.0)	(12.0, 443.0)	(13.0, 4421.0)	(14.0, 12499.0)	(15.0, 17146.0)	(16.0, 18505.0)	(17.0, 20061.0)	(18.0, 25874.0)	(19.0, 44094.0)	(20.0, 84329.0)	(21.0, 160751.0)	(22.0, 264123.0)	(23.0, 380449.0)	(24.0, 465396.0)	(25.0, 536916.0)	(26.0, 582949.0)	(27.0, 658798.0)	(28.0, 742132.0)	(29.0, 885196.0)	(30.0, 1073176.0)	(31.0, 1382630.0)	(32.0, 1815187.0)	(33.0, 2653781.0)	(34.0, 4275878.0)	(35.0, 8963556.0)	(36.0, 16293229.0)	(37.0, 376670.0)			
SRR29492988_1	(13.0, 1.0)	(14.0, 18.0)	(15.0, 130.0)	(16.0, 558.0)	(17.0, 1497.0)	(18.0, 3707.0)	(19.0, 8374.0)	(20.0, 18141.0)	(21.0, 37109.0)	(22.0, 69842.0)	(23.0, 127702.0)	(24.0, 204850.0)	(25.0, 312830.0)	(26.0, 432806.0)	(27.0, 591650.0)	(28.0, 776896.0)	(29.0, 1030818.0)	(30.0, 1316128.0)	(31.0, 1693352.0)	(32.0, 2101398.0)	(33.0, 2756030.0)	(34.0, 3809419.0)	(35.0, 6945434.0)	(36.0, 19106072.0)	(37.0, 925848.0)					
SRR29492988_2	(11.0, 8.0)	(12.0, 321.0)	(13.0, 3338.0)	(14.0, 9465.0)	(15.0, 13161.0)	(16.0, 13975.0)	(17.0, 15383.0)	(18.0, 20747.0)	(19.0, 38536.0)	(20.0, 79122.0)	(21.0, 155879.0)	(22.0, 257562.0)	(23.0, 371220.0)	(24.0, 449407.0)	(25.0, 513140.0)	(26.0, 546785.0)	(27.0, 614987.0)	(28.0, 696324.0)	(29.0, 834164.0)	(30.0, 1023077.0)	(31.0, 1331478.0)	(32.0, 1765017.0)	(33.0, 2605989.0)	(34.0, 4238764.0)	(35.0, 9004948.0)	(36.0, 17234537.0)	(37.0, 433276.0)			
SRR29492989_1	(13.0, 1.0)	(14.0, 14.0)	(15.0, 141.0)	(16.0, 496.0)	(17.0, 1353.0)	(18.0, 3140.0)	(19.0, 7289.0)	(20.0, 15302.0)	(21.0, 30874.0)	(22.0, 56077.0)	(23.0, 98808.0)	(24.0, 159067.0)	(25.0, 249404.0)	(26.0, 359089.0)	(27.0, 510212.0)	(28.0, 690532.0)	(29.0, 934354.0)	(30.0, 1214301.0)	(31.0, 1576146.0)	(32.0, 1968825.0)	(33.0, 2595274.0)	(34.0, 3604126.0)	(35.0, 6650861.0)	(36.0, 18007744.0)	(37.0, 815254.0)					
SRR29492989_2	(11.0, 7.0)	(12.0, 334.0)	(13.0, 3057.0)	(14.0, 8431.0)	(15.0, 12114.0)	(16.0, 13638.0)	(17.0, 15514.0)	(18.0, 20473.0)	(19.0, 36233.0)	(20.0, 71099.0)	(21.0, 135244.0)	(22.0, 220900.0)	(23.0, 316533.0)	(24.0, 387574.0)	(25.0, 447785.0)	(26.0, 490373.0)	(27.0, 557772.0)	(28.0, 636974.0)	(29.0, 767934.0)	(30.0, 941580.0)	(31.0, 1226928.0)	(32.0, 1631435.0)	(33.0, 2419342.0)	(34.0, 3954820.0)	(35.0, 8470602.0)	(36.0, 16356407.0)	(37.0, 405581.0)			
SRR29492990_1	(13.0, 1.0)	(14.0, 22.0)	(15.0, 168.0)	(16.0, 642.0)	(17.0, 1894.0)	(18.0, 4104.0)	(19.0, 9334.0)	(20.0, 19335.0)	(21.0, 39376.0)	(22.0, 71591.0)	(23.0, 125930.0)	(24.0, 203545.0)	(25.0, 314895.0)	(26.0, 443776.0)	(27.0, 620474.0)	(28.0, 825471.0)	(29.0, 1100544.0)	(30.0, 1414141.0)	(31.0, 1821560.0)	(32.0, 2263664.0)	(33.0, 2977550.0)	(34.0, 4135360.0)	(35.0, 7616895.0)	(36.0, 20404250.0)	(37.0, 894237.0)					
SRR29492990_2	(11.0, 4.0)	(12.0, 568.0)	(13.0, 5491.0)	(14.0, 13667.0)	(15.0, 17715.0)	(16.0, 18267.0)	(17.0, 19744.0)	(18.0, 25122.0)	(19.0, 43850.0)	(20.0, 84597.0)	(21.0, 161336.0)	(22.0, 262690.0)	(23.0, 376985.0)	(24.0, 460103.0)	(25.0, 534165.0)	(26.0, 588599.0)	(27.0, 673266.0)	(28.0, 768704.0)	(29.0, 928589.0)	(30.0, 1135797.0)	(31.0, 1475174.0)	(32.0, 1949199.0)	(33.0, 2857429.0)	(34.0, 4616226.0)	(35.0, 9708834.0)	(36.0, 18137886.0)	(37.0, 444752.0)			
SRR29492991_1	(14.0, 22.0)	(15.0, 140.0)	(16.0, 532.0)	(17.0, 1613.0)	(18.0, 3578.0)	(19.0, 8454.0)	(20.0, 18328.0)	(21.0, 38348.0)	(22.0, 73115.0)	(23.0, 132059.0)	(24.0, 215085.0)	(25.0, 334581.0)	(26.0, 465223.0)	(27.0, 643051.0)	(28.0, 845300.0)	(29.0, 1124808.0)	(30.0, 1445082.0)	(31.0, 1859207.0)	(32.0, 2309893.0)	(33.0, 3027359.0)	(34.0, 4198847.0)	(35.0, 7699908.0)	(36.0, 21750401.0)	(37.0, 1072288.0)						
SRR29492991_2	(11.0, 7.0)	(12.0, 385.0)	(13.0, 4185.0)	(14.0, 13477.0)	(15.0, 21187.0)	(16.0, 24521.0)	(17.0, 27015.0)	(18.0, 31765.0)	(19.0, 49611.0)	(20.0, 90249.0)	(21.0, 168237.0)	(22.0, 273537.0)	(23.0, 391405.0)	(24.0, 478512.0)	(25.0, 554941.0)	(26.0, 604627.0)	(27.0, 686991.0)	(28.0, 782105.0)	(29.0, 943618.0)	(30.0, 1150999.0)	(31.0, 1498835.0)	(32.0, 1983917.0)	(33.0, 2929875.0)	(34.0, 4771616.0)	(35.0, 10170479.0)	(36.0, 19155112.0)	(37.0, 460014.0)			
SRR29492992_1	(13.0, 1.0)	(14.0, 14.0)	(15.0, 128.0)	(16.0, 458.0)	(17.0, 1260.0)	(18.0, 3106.0)	(19.0, 7082.0)	(20.0, 15347.0)	(21.0, 33181.0)	(22.0, 63290.0)	(23.0, 116658.0)	(24.0, 191004.0)	(25.0, 292437.0)	(26.0, 401443.0)	(27.0, 541250.0)	(28.0, 701017.0)	(29.0, 920647.0)	(30.0, 1168728.0)	(31.0, 1497760.0)	(32.0, 1854783.0)	(33.0, 2419127.0)	(34.0, 3336234.0)	(35.0, 6070160.0)	(36.0, 17280995.0)	(37.0, 870791.0)					
SRR29492992_2	(11.0, 7.0)	(12.0, 347.0)	(13.0, 3415.0)	(14.0, 10143.0)	(15.0, 14559.0)	(16.0, 16028.0)	(17.0, 17516.0)	(18.0, 22092.0)	(19.0, 38169.0)	(20.0, 73588.0)	(21.0, 142162.0)	(22.0, 233086.0)	(23.0, 334168.0)	(24.0, 405036.0)	(25.0, 461308.0)	(26.0, 490278.0)	(27.0, 544460.0)	(28.0, 611776.0)	(29.0, 730492.0)	(30.0, 887451.0)	(31.0, 1148878.0)	(32.0, 1521607.0)	(33.0, 2249583.0)	(34.0, 3673307.0)	(35.0, 7936324.0)	(36.0, 15806734.0)	(37.0, 414387.0)			
SRR29492993_1	(13.0, 1.0)	(14.0, 20.0)	(15.0, 108.0)	(16.0, 493.0)	(17.0, 1281.0)	(18.0, 3039.0)	(19.0, 6797.0)	(20.0, 14449.0)	(21.0, 29831.0)	(22.0, 56452.0)	(23.0, 101963.0)	(24.0, 168074.0)	(25.0, 262537.0)	(26.0, 369384.0)	(27.0, 515928.0)	(28.0, 683198.0)	(29.0, 911655.0)	(30.0, 1169672.0)	(31.0, 1502874.0)	(32.0, 1869785.0)	(33.0, 2450726.0)	(34.0, 3406033.0)	(35.0, 6270199.0)	(36.0, 16598817.0)	(37.0, 709472.0)					
SRR29492993_2	(11.0, 9.0)	(12.0, 340.0)	(13.0, 3388.0)	(14.0, 9385.0)	(15.0, 13089.0)	(16.0, 13703.0)	(17.0, 15645.0)	(18.0, 19787.0)	(19.0, 34853.0)	(20.0, 67952.0)	(21.0, 130546.0)	(22.0, 218026.0)	(23.0, 314673.0)	(24.0, 387949.0)	(25.0, 451708.0)	(26.0, 495301.0)	(27.0, 568404.0)	(28.0, 647597.0)	(29.0, 782720.0)	(30.0, 956621.0)	(31.0, 1239064.0)	(32.0, 1635987.0)	(33.0, 2397446.0)	(34.0, 3870863.0)	(35.0, 8075793.0)	(36.0, 14425780.0)	(37.0, 326159.0)			
