Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29
SRR29492918_2	(11.0, 3.0)	(12.0, 237.0)	(13.0, 2827.0)	(14.0, 8899.0)	(15.0, 14173.0)	(16.0, 16682.0)	(17.0, 19135.0)	(18.0, 24908.0)	(19.0, 43841.0)	(20.0, 86469.0)	(21.0, 164085.0)	(22.0, 265345.0)	(23.0, 375618.0)	(24.0, 455010.0)	(25.0, 516333.0)	(26.0, 555937.0)	(27.0, 622257.0)	(28.0, 698122.0)	(29.0, 832748.0)	(30.0, 1007057.0)	(31.0, 1306975.0)	(32.0, 1727928.0)	(33.0, 2539433.0)	(34.0, 4102464.0)	(35.0, 8594080.0)	(36.0, 16224388.0)	(37.0, 417159.0)			
SRR29492919_1	(13.0, 1.0)	(14.0, 19.0)	(15.0, 132.0)	(16.0, 456.0)	(17.0, 1364.0)	(18.0, 3170.0)	(19.0, 7232.0)	(20.0, 15311.0)	(21.0, 31609.0)	(22.0, 59775.0)	(23.0, 108216.0)	(24.0, 178856.0)	(25.0, 282115.0)	(26.0, 396605.0)	(27.0, 551323.0)	(28.0, 726370.0)	(29.0, 968727.0)	(30.0, 1243205.0)	(31.0, 1602676.0)	(32.0, 1989396.0)	(33.0, 2613864.0)	(34.0, 3639937.0)	(35.0, 6707967.0)	(36.0, 18203506.0)	(37.0, 840704.0)					
SRR29492919_2	(11.0, 3.0)	(12.0, 436.0)	(13.0, 4291.0)	(14.0, 12084.0)	(15.0, 16880.0)	(16.0, 17791.0)	(17.0, 19304.0)	(18.0, 23144.0)	(19.0, 38244.0)	(20.0, 71400.0)	(21.0, 134939.0)	(22.0, 219058.0)	(23.0, 313579.0)	(24.0, 387922.0)	(25.0, 455091.0)	(26.0, 503996.0)	(27.0, 580713.0)	(28.0, 665883.0)	(29.0, 802426.0)	(30.0, 978494.0)	(31.0, 1271185.0)	(32.0, 1682097.0)	(33.0, 2479424.0)	(34.0, 4025323.0)	(35.0, 8564031.0)	(36.0, 16474823.0)	(37.0, 429975.0)			
SRR29492920_1	(13.0, 1.0)	(14.0, 7.0)	(15.0, 142.0)	(16.0, 517.0)	(17.0, 1418.0)	(18.0, 3479.0)	(19.0, 7613.0)	(20.0, 16410.0)	(21.0, 33968.0)	(22.0, 65579.0)	(23.0, 123028.0)	(24.0, 204772.0)	(25.0, 320611.0)	(26.0, 451093.0)	(27.0, 623656.0)	(28.0, 820115.0)	(29.0, 1091447.0)	(30.0, 1398415.0)	(31.0, 1793141.0)	(32.0, 2222521.0)	(33.0, 2911862.0)	(34.0, 4051766.0)	(35.0, 7498673.0)	(36.0, 19861151.0)	(37.0, 844352.0)					
SRR29492920_2	(11.0, 9.0)	(12.0, 645.0)	(13.0, 5671.0)	(14.0, 12913.0)	(15.0, 15758.0)	(16.0, 15675.0)	(17.0, 16483.0)	(18.0, 21958.0)	(19.0, 38283.0)	(20.0, 75240.0)	(21.0, 145292.0)	(22.0, 242373.0)	(23.0, 350595.0)	(24.0, 433998.0)	(25.0, 508891.0)	(26.0, 562264.0)	(27.0, 645070.0)	(28.0, 740587.0)	(29.0, 892861.0)	(30.0, 1094980.0)	(31.0, 1422873.0)	(32.0, 1880821.0)	(33.0, 2760625.0)	(34.0, 4469810.0)	(35.0, 9449129.0)	(36.0, 18086159.0)	(37.0, 456774.0)			
SRR29492921_1	(13.0, 2.0)	(14.0, 25.0)	(15.0, 195.0)	(16.0, 654.0)	(17.0, 1617.0)	(18.0, 3749.0)	(19.0, 8379.0)	(20.0, 17946.0)	(21.0, 38247.0)	(22.0, 72917.0)	(23.0, 132873.0)	(24.0, 215418.0)	(25.0, 324130.0)	(26.0, 439792.0)	(27.0, 590231.0)	(28.0, 765045.0)	(29.0, 1004104.0)	(30.0, 1281493.0)	(31.0, 1644927.0)	(32.0, 2036609.0)	(33.0, 2661298.0)	(34.0, 3682228.0)	(35.0, 6738491.0)	(36.0, 18626870.0)	(37.0, 882994.0)					
SRR29492921_2	(11.0, 9.0)	(12.0, 358.0)	(13.0, 3582.0)	(14.0, 10369.0)	(15.0, 15567.0)	(16.0, 17170.0)	(17.0, 19764.0)	(18.0, 25601.0)	(19.0, 45310.0)	(20.0, 90496.0)	(21.0, 172480.0)	(22.0, 280800.0)	(23.0, 398363.0)	(24.0, 482824.0)	(25.0, 549817.0)	(26.0, 589204.0)	(27.0, 659990.0)	(28.0, 742507.0)	(29.0, 882746.0)	(30.0, 1067641.0)	(31.0, 1375756.0)	(32.0, 1802661.0)	(33.0, 2627416.0)	(34.0, 4201115.0)	(35.0, 8712443.0)	(36.0, 16012919.0)	(37.0, 383326.0)			
SRR29492922_1	(13.0, 1.0)	(14.0, 17.0)	(15.0, 122.0)	(16.0, 484.0)	(17.0, 1406.0)	(18.0, 3121.0)	(19.0, 7092.0)	(20.0, 14697.0)	(21.0, 30196.0)	(22.0, 57256.0)	(23.0, 106237.0)	(24.0, 174449.0)	(25.0, 268259.0)	(26.0, 371217.0)	(27.0, 511761.0)	(28.0, 674685.0)	(29.0, 903562.0)	(30.0, 1161944.0)	(31.0, 1499296.0)	(32.0, 1871397.0)	(33.0, 2457010.0)	(34.0, 3410405.0)	(35.0, 6267422.0)	(36.0, 17117732.0)	(37.0, 800397.0)					
SRR29492922_2	(12.0, 182.0)	(13.0, 2059.0)	(14.0, 5855.0)	(15.0, 8315.0)	(16.0, 9147.0)	(17.0, 10437.0)	(18.0, 14800.0)	(19.0, 27801.0)	(20.0, 57109.0)	(21.0, 113746.0)	(22.0, 191267.0)	(23.0, 282088.0)	(24.0, 352148.0)	(25.0, 417028.0)	(26.0, 464869.0)	(27.0, 540575.0)	(28.0, 623969.0)	(29.0, 762098.0)	(30.0, 938667.0)	(31.0, 1227481.0)	(32.0, 1626186.0)	(33.0, 2391453.0)	(34.0, 3869669.0)	(35.0, 8161686.0)	(36.0, 15256049.0)	(37.0, 355481.0)				
SRR29492923_1	(13.0, 1.0)	(14.0, 6.0)	(15.0, 77.0)	(16.0, 403.0)	(17.0, 1278.0)	(18.0, 3158.0)	(19.0, 7137.0)	(20.0, 15740.0)	(21.0, 35073.0)	(22.0, 73551.0)	(23.0, 147366.0)	(24.0, 268076.0)	(25.0, 472853.0)	(26.0, 783545.0)	(27.0, 1342982.0)	(28.0, 2228795.0)	(29.0, 3661159.0)	(30.0, 5226934.0)	(31.0, 6410647.0)	(32.0, 7538540.0)	(33.0, 10829089.0)	(34.0, 14790667.0)	(35.0, 14451184.0)	(36.0, 4259675.0)	(37.0, 12165.0)					
SRR29492923_2	(12.0, 22.0)	(13.0, 192.0)	(14.0, 693.0)	(15.0, 1741.0)	(16.0, 3396.0)	(17.0, 5660.0)	(18.0, 9806.0)	(19.0, 19477.0)	(20.0, 37904.0)	(21.0, 70375.0)	(22.0, 114007.0)	(23.0, 168619.0)	(24.0, 227026.0)	(25.0, 295962.0)	(26.0, 372619.0)	(27.0, 485676.0)	(28.0, 630064.0)	(29.0, 850722.0)	(30.0, 1163335.0)	(31.0, 1698370.0)	(32.0, 2608105.0)	(33.0, 4482987.0)	(34.0, 8420979.0)	(35.0, 19348816.0)	(36.0, 30549255.0)	(37.0, 994293.0)				
SRR29492924_1	(14.0, 21.0)	(15.0, 179.0)	(16.0, 844.0)	(17.0, 2100.0)	(18.0, 4169.0)	(19.0, 7917.0)	(20.0, 15562.0)	(21.0, 30955.0)	(22.0, 59816.0)	(23.0, 113260.0)	(24.0, 191157.0)	(25.0, 303269.0)	(26.0, 427657.0)	(27.0, 599476.0)	(28.0, 819650.0)	(29.0, 1142151.0)	(30.0, 1538470.0)	(31.0, 2110279.0)	(32.0, 2888939.0)	(33.0, 4531511.0)	(34.0, 8802772.0)	(35.0, 16849448.0)	(36.0, 47720713.0)	(37.0, 2722023.0)						
SRR29492924_2	(11.0, 1.0)	(12.0, 68.0)	(13.0, 497.0)	(14.0, 1551.0)	(15.0, 3757.0)	(16.0, 8370.0)	(17.0, 22904.0)	(18.0, 65748.0)	(19.0, 158176.0)	(20.0, 292390.0)	(21.0, 452037.0)	(22.0, 609279.0)	(23.0, 783485.0)	(24.0, 935752.0)	(25.0, 1096058.0)	(26.0, 1243061.0)	(27.0, 1473224.0)	(28.0, 1728481.0)	(29.0, 2120526.0)	(30.0, 2622998.0)	(31.0, 3438851.0)	(32.0, 4643001.0)	(33.0, 6918177.0)	(34.0, 11164166.0)	(35.0, 21550634.0)	(36.0, 28629610.0)	(37.0, 919536.0)			
SRR29492925_1	(14.0, 17.0)	(15.0, 161.0)	(16.0, 650.0)	(17.0, 1656.0)	(18.0, 3197.0)	(19.0, 5983.0)	(20.0, 10920.0)	(21.0, 21123.0)	(22.0, 39059.0)	(23.0, 71593.0)	(24.0, 117600.0)	(25.0, 185807.0)	(26.0, 266838.0)	(27.0, 384188.0)	(28.0, 536596.0)	(29.0, 759879.0)	(30.0, 1045630.0)	(31.0, 1459459.0)	(32.0, 2021594.0)	(33.0, 3140528.0)	(34.0, 5915325.0)	(35.0, 11411554.0)	(36.0, 31073105.0)	(37.0, 1953355.0)						
SRR29492925_2	(12.0, 38.0)	(13.0, 285.0)	(14.0, 904.0)	(15.0, 2275.0)	(16.0, 4892.0)	(17.0, 12284.0)	(18.0, 35287.0)	(19.0, 88588.0)	(20.0, 170640.0)	(21.0, 271830.0)	(22.0, 373242.0)	(23.0, 482827.0)	(24.0, 588506.0)	(25.0, 710033.0)	(26.0, 823626.0)	(27.0, 989293.0)	(28.0, 1170796.0)	(29.0, 1441410.0)	(30.0, 1783964.0)	(31.0, 2330485.0)	(32.0, 3126131.0)	(33.0, 4628858.0)	(34.0, 7398325.0)	(35.0, 14380037.0)	(36.0, 19147007.0)	(37.0, 464254.0)				
SRR29492926_1	(14.0, 8.0)	(15.0, 53.0)	(16.0, 247.0)	(17.0, 798.0)	(18.0, 1877.0)	(19.0, 4366.0)	(20.0, 9935.0)	(21.0, 21443.0)	(22.0, 44509.0)	(23.0, 90398.0)	(24.0, 173363.0)	(25.0, 325580.0)	(26.0, 568025.0)	(27.0, 970042.0)	(28.0, 1496711.0)	(29.0, 2241403.0)	(30.0, 3172174.0)	(31.0, 4481413.0)	(32.0, 5914003.0)	(33.0, 7394135.0)	(34.0, 7466196.0)	(35.0, 4987149.0)	(36.0, 1056800.0)	(37.0, 3968.0)						
SRR29492926_2	(12.0, 7.0)	(13.0, 72.0)	(14.0, 314.0)	(15.0, 764.0)	(16.0, 1428.0)	(17.0, 2455.0)	(18.0, 3713.0)	(19.0, 6328.0)	(20.0, 11405.0)	(21.0, 20466.0)	(22.0, 34297.0)	(23.0, 52832.0)	(24.0, 72205.0)	(25.0, 95216.0)	(26.0, 122015.0)	(27.0, 161480.0)	(28.0, 211896.0)	(29.0, 292230.0)	(30.0, 410372.0)	(31.0, 621251.0)	(32.0, 987831.0)	(33.0, 1796369.0)	(34.0, 3748700.0)	(35.0, 10037491.0)	(36.0, 20889867.0)	(37.0, 843592.0)				
SRR29492927_1	(14.0, 21.0)	(15.0, 169.0)	(16.0, 647.0)	(17.0, 1737.0)	(18.0, 3572.0)	(19.0, 6786.0)	(20.0, 13044.0)	(21.0, 26036.0)	(22.0, 48387.0)	(23.0, 87290.0)	(24.0, 142858.0)	(25.0, 220867.0)	(26.0, 312156.0)	(27.0, 439481.0)	(28.0, 605921.0)	(29.0, 855659.0)	(30.0, 1175495.0)	(31.0, 1643686.0)	(32.0, 2275374.0)	(33.0, 3492665.0)	(34.0, 6375729.0)	(35.0, 14556372.0)	(36.0, 33171192.0)	(37.0, 1220714.0)						
SRR29492927_2	(11.0, 1.0)	(12.0, 39.0)	(13.0, 259.0)	(14.0, 841.0)	(15.0, 1911.0)	(16.0, 3910.0)	(17.0, 9276.0)	(18.0, 24882.0)	(19.0, 59167.0)	(20.0, 111754.0)	(21.0, 177144.0)	(22.0, 245754.0)	(23.0, 329127.0)	(24.0, 412064.0)	(25.0, 506918.0)	(26.0, 596003.0)	(27.0, 727978.0)	(28.0, 879666.0)	(29.0, 1108909.0)	(30.0, 1401778.0)	(31.0, 1887885.0)	(32.0, 2628160.0)	(33.0, 4071247.0)	(34.0, 6929883.0)	(35.0, 15058883.0)	(36.0, 28231512.0)	(37.0, 1270907.0)			
SRR29492928_1	(13.0, 1.0)	(14.0, 4.0)	(15.0, 85.0)	(16.0, 490.0)	(17.0, 1452.0)	(18.0, 3497.0)	(19.0, 7398.0)	(20.0, 15515.0)	(21.0, 32557.0)	(22.0, 64257.0)	(23.0, 121007.0)	(24.0, 208544.0)	(25.0, 353217.0)	(26.0, 561541.0)	(27.0, 925998.0)	(28.0, 1475480.0)	(29.0, 2366447.0)	(30.0, 3530715.0)	(31.0, 5027997.0)	(32.0, 6982345.0)	(33.0, 10798543.0)	(34.0, 15589182.0)	(35.0, 16569040.0)	(36.0, 5261977.0)	(37.0, 10353.0)					
SRR29492928_2	(12.0, 10.0)	(13.0, 150.0)	(14.0, 570.0)	(15.0, 1516.0)	(16.0, 2706.0)	(17.0, 5142.0)	(18.0, 9324.0)	(19.0, 18899.0)	(20.0, 37534.0)	(21.0, 69772.0)	(22.0, 113952.0)	(23.0, 171155.0)	(24.0, 229352.0)	(25.0, 300727.0)	(26.0, 377027.0)	(27.0, 491278.0)	(28.0, 635740.0)	(29.0, 858918.0)	(30.0, 1171973.0)	(31.0, 1703544.0)	(32.0, 2566393.0)	(33.0, 4310958.0)	(34.0, 7966094.0)	(35.0, 17975398.0)	(36.0, 29902119.0)	(37.0, 987391.0)				
SRR29492929_1	(14.0, 24.0)	(15.0, 196.0)	(16.0, 952.0)	(17.0, 2238.0)	(18.0, 4415.0)	(19.0, 8418.0)	(20.0, 15792.0)	(21.0, 30573.0)	(22.0, 58281.0)	(23.0, 107157.0)	(24.0, 178746.0)	(25.0, 281452.0)	(26.0, 396677.0)	(27.0, 551229.0)	(28.0, 745915.0)	(29.0, 1030810.0)	(30.0, 1388637.0)	(31.0, 1905864.0)	(32.0, 2598255.0)	(33.0, 4013970.0)	(34.0, 7795374.0)	(35.0, 19002471.0)	(36.0, 45289870.0)	(37.0, 2407883.0)						
SRR29492929_2	(11.0, 4.0)	(12.0, 74.0)	(13.0, 438.0)	(14.0, 1161.0)	(15.0, 2522.0)	(16.0, 4537.0)	(17.0, 9687.0)	(18.0, 23841.0)	(19.0, 57583.0)	(20.0, 113328.0)	(21.0, 193031.0)	(22.0, 286116.0)	(23.0, 405411.0)	(24.0, 518504.0)	(25.0, 636691.0)	(26.0, 738886.0)	(27.0, 891060.0)	(28.0, 1068913.0)	(29.0, 1343552.0)	(30.0, 1690766.0)	(31.0, 2290742.0)	(32.0, 3269050.0)	(33.0, 5206215.0)	(34.0, 9204162.0)	(35.0, 20824374.0)	(36.0, 37370554.0)	(37.0, 1663997.0)			
SRR29492930_1	(14.0, 17.0)	(15.0, 138.0)	(16.0, 696.0)	(17.0, 1757.0)	(18.0, 3413.0)	(19.0, 6329.0)	(20.0, 11179.0)	(21.0, 20715.0)	(22.0, 39622.0)	(23.0, 80540.0)	(24.0, 149008.0)	(25.0, 265889.0)	(26.0, 421404.0)	(27.0, 650442.0)	(28.0, 935371.0)	(29.0, 1340509.0)	(30.0, 1866940.0)	(31.0, 2665959.0)	(32.0, 3788575.0)	(33.0, 6117877.0)	(34.0, 11069335.0)	(35.0, 19312235.0)	(36.0, 37968615.0)	(37.0, 1100720.0)						
SRR29492930_2	(8.0, 2.0)	(9.0, 5.0)	(10.0, 7.0)	(11.0, 47.0)	(12.0, 131.0)	(13.0, 596.0)	(14.0, 1625.0)	(15.0, 3374.0)	(16.0, 5473.0)	(17.0, 9145.0)	(18.0, 15893.0)	(19.0, 30045.0)	(20.0, 52008.0)	(21.0, 87125.0)	(22.0, 134381.0)	(23.0, 202426.0)	(24.0, 283398.0)	(25.0, 387592.0)	(26.0, 500100.0)	(27.0, 664393.0)	(28.0, 861551.0)	(29.0, 1164961.0)	(30.0, 1568904.0)	(31.0, 2219347.0)	(32.0, 3144620.0)	(33.0, 4797529.0)	(34.0, 7881803.0)	(35.0, 18923082.0)	(36.0, 43159866.0)	(37.0, 1717856.0)
SRR29492931_1	(14.0, 1.0)	(15.0, 12.0)	(16.0, 67.0)	(17.0, 218.0)	(18.0, 844.0)	(19.0, 3231.0)	(20.0, 9739.0)	(21.0, 25392.0)	(22.0, 56837.0)	(23.0, 117547.0)	(24.0, 217488.0)	(25.0, 384523.0)	(26.0, 612955.0)	(27.0, 946031.0)	(28.0, 1375296.0)	(29.0, 2026332.0)	(30.0, 2917740.0)	(31.0, 4401486.0)	(32.0, 6736731.0)	(33.0, 11478281.0)	(34.0, 21842369.0)	(35.0, 54557539.0)	(36.0, 95682823.0)	(37.0, 873484.0)						
SRR29492931_2	(11.0, 24.0)	(12.0, 244.0)	(13.0, 1275.0)	(14.0, 3852.0)	(15.0, 7297.0)	(16.0, 12048.0)	(17.0, 19664.0)	(18.0, 31630.0)	(19.0, 51530.0)	(20.0, 81369.0)	(21.0, 133923.0)	(22.0, 217005.0)	(23.0, 354110.0)	(24.0, 537219.0)	(25.0, 798168.0)	(26.0, 1096443.0)	(27.0, 1509587.0)	(28.0, 2029031.0)	(29.0, 2853932.0)	(30.0, 4064059.0)	(31.0, 6222953.0)	(32.0, 9762660.0)	(33.0, 16815694.0)	(34.0, 30688055.0)	(35.0, 61780347.0)	(36.0, 64316951.0)	(37.0, 877896.0)			
SRR29492932_1	(14.0, 1.0)	(15.0, 5.0)	(16.0, 14.0)	(17.0, 132.0)	(18.0, 689.0)	(19.0, 2951.0)	(20.0, 11633.0)	(21.0, 38488.0)	(22.0, 103744.0)	(23.0, 250265.0)	(24.0, 523008.0)	(25.0, 992911.0)	(26.0, 1634611.0)	(27.0, 2531871.0)	(28.0, 3605225.0)	(29.0, 5078881.0)	(30.0, 6872578.0)	(31.0, 9639249.0)	(32.0, 13835688.0)	(33.0, 22714780.0)	(34.0, 42360023.0)	(35.0, 90612452.0)	(36.0, 62936375.0)	(37.0, 73438.0)						
SRR29492932_2	(11.0, 3.0)	(12.0, 131.0)	(13.0, 927.0)	(14.0, 3221.0)	(15.0, 8386.0)	(16.0, 16629.0)	(17.0, 27724.0)	(18.0, 40432.0)	(19.0, 57133.0)	(20.0, 80082.0)	(21.0, 125134.0)	(22.0, 211986.0)	(23.0, 390366.0)	(24.0, 688170.0)	(25.0, 1172539.0)	(26.0, 1810758.0)	(27.0, 2703112.0)	(28.0, 3835382.0)	(29.0, 5632507.0)	(30.0, 8432514.0)	(31.0, 13726730.0)	(32.0, 22596915.0)	(33.0, 38548113.0)	(34.0, 60628822.0)	(35.0, 74567031.0)	(36.0, 28443555.0)	(37.0, 70710.0)			
SRR29492933_1	(12.0, 1.0)	(13.0, 1.0)	(14.0, 10.0)	(15.0, 32.0)	(16.0, 116.0)	(17.0, 470.0)	(18.0, 1468.0)	(19.0, 5138.0)	(20.0, 14418.0)	(21.0, 37111.0)	(22.0, 82291.0)	(23.0, 167447.0)	(24.0, 294274.0)	(25.0, 485355.0)	(26.0, 730630.0)	(27.0, 1068340.0)	(28.0, 1483759.0)	(29.0, 2097479.0)	(30.0, 2926200.0)	(31.0, 4318557.0)	(32.0, 6614148.0)	(33.0, 11715838.0)	(34.0, 23780034.0)	(35.0, 64630165.0)	(36.0, 94836673.0)	(37.0, 706607.0)				
SRR29492933_2	(11.0, 7.0)	(12.0, 157.0)	(13.0, 1124.0)	(14.0, 3126.0)	(15.0, 6644.0)	(16.0, 13143.0)	(17.0, 25669.0)	(18.0, 40758.0)	(19.0, 60524.0)	(20.0, 84679.0)	(21.0, 127288.0)	(22.0, 193034.0)	(23.0, 308277.0)	(24.0, 471452.0)	(25.0, 711127.0)	(26.0, 1001665.0)	(27.0, 1394981.0)	(28.0, 1859458.0)	(29.0, 2570028.0)	(30.0, 3599783.0)	(31.0, 5526325.0)	(32.0, 8945946.0)	(33.0, 16447169.0)	(34.0, 33344249.0)	(35.0, 73545526.0)	(36.0, 65122673.0)	(37.0, 591750.0)			
SRR29492934_1	(13.0, 3.0)	(14.0, 2.0)	(15.0, 20.0)	(16.0, 60.0)	(17.0, 302.0)	(18.0, 1253.0)	(19.0, 4202.0)	(20.0, 12158.0)	(21.0, 31739.0)	(22.0, 70127.0)	(23.0, 143533.0)	(24.0, 261921.0)	(25.0, 454008.0)	(26.0, 711148.0)	(27.0, 1092376.0)	(28.0, 1591251.0)	(29.0, 2377297.0)	(30.0, 3510647.0)	(31.0, 5477233.0)	(32.0, 8673069.0)	(33.0, 15243253.0)	(34.0, 29560848.0)	(35.0, 73067648.0)	(36.0, 115180733.0)	(37.0, 833610.0)					
SRR29492934_2	(11.0, 18.0)	(12.0, 184.0)	(13.0, 995.0)	(14.0, 3106.0)	(15.0, 6279.0)	(16.0, 10437.0)	(17.0, 17685.0)	(18.0, 29153.0)	(19.0, 49428.0)	(20.0, 82059.0)	(21.0, 139266.0)	(22.0, 230266.0)	(23.0, 380515.0)	(24.0, 582287.0)	(25.0, 866488.0)	(26.0, 1184089.0)	(27.0, 1611542.0)	(28.0, 2139153.0)	(29.0, 2979746.0)	(30.0, 4228454.0)	(31.0, 6512563.0)	(32.0, 10342653.0)	(33.0, 18282625.0)	(34.0, 34944108.0)	(35.0, 77387854.0)	(36.0, 94828760.0)	(37.0, 1458728.0)			
SRR29492935_1	(13.0, 2.0)	(14.0, 12.0)	(15.0, 54.0)	(16.0, 187.0)	(17.0, 559.0)	(18.0, 1967.0)	(19.0, 6339.0)	(20.0, 18439.0)	(21.0, 47199.0)	(22.0, 104904.0)	(23.0, 209743.0)	(24.0, 363836.0)	(25.0, 596137.0)	(26.0, 883974.0)	(27.0, 1282546.0)	(28.0, 1762399.0)	(29.0, 2470077.0)	(30.0, 3413813.0)	(31.0, 4995163.0)	(32.0, 7562548.0)	(33.0, 13236448.0)	(34.0, 27345807.0)	(35.0, 74697518.0)	(36.0, 109608124.0)	(37.0, 813104.0)					
SRR29492935_2	(11.0, 3.0)	(12.0, 192.0)	(13.0, 1310.0)	(14.0, 3526.0)	(15.0, 7027.0)	(16.0, 14240.0)	(17.0, 27107.0)	(18.0, 42978.0)	(19.0, 64099.0)	(20.0, 89727.0)	(21.0, 136553.0)	(22.0, 211536.0)	(23.0, 344857.0)	(24.0, 532749.0)	(25.0, 803095.0)	(26.0, 1124212.0)	(27.0, 1556077.0)	(28.0, 2069887.0)	(29.0, 2837901.0)	(30.0, 3941486.0)	(31.0, 6007687.0)	(32.0, 9707653.0)	(33.0, 17936893.0)	(34.0, 37046053.0)	(35.0, 84811753.0)	(36.0, 79410074.0)	(37.0, 692224.0)			
SRR29492936_1	(12.0, 1.0)	(13.0, 0.0)	(14.0, 6.0)	(15.0, 19.0)	(16.0, 68.0)	(17.0, 349.0)	(18.0, 1308.0)	(19.0, 4769.0)	(20.0, 13728.0)	(21.0, 35736.0)	(22.0, 78128.0)	(23.0, 158901.0)	(24.0, 289416.0)	(25.0, 499167.0)	(26.0, 779989.0)	(27.0, 1186898.0)	(28.0, 1725092.0)	(29.0, 2581339.0)	(30.0, 3821996.0)	(31.0, 5984281.0)	(32.0, 9533403.0)	(33.0, 16920300.0)	(34.0, 33252456.0)	(35.0, 81451688.0)	(36.0, 118411669.0)	(37.0, 757296.0)				
SRR29492936_2	(11.0, 26.0)	(12.0, 217.0)	(13.0, 977.0)	(14.0, 2930.0)	(15.0, 6383.0)	(16.0, 11332.0)	(17.0, 20395.0)	(18.0, 34795.0)	(19.0, 58358.0)	(20.0, 91998.0)	(21.0, 151861.0)	(22.0, 249893.0)	(23.0, 414134.0)	(24.0, 639176.0)	(25.0, 957407.0)	(26.0, 1319012.0)	(27.0, 1807473.0)	(28.0, 2411332.0)	(29.0, 3384490.0)	(30.0, 4828264.0)	(31.0, 7450542.0)	(32.0, 11847487.0)	(33.0, 20897824.0)	(34.0, 39739708.0)	(35.0, 85480818.0)	(36.0, 94457324.0)	(37.0, 1223847.0)			
SRR29492937_1	(15.0, 18.0)	(16.0, 72.0)	(17.0, 250.0)	(18.0, 973.0)	(19.0, 3348.0)	(20.0, 10066.0)	(21.0, 26816.0)	(22.0, 61772.0)	(23.0, 130526.0)	(24.0, 241379.0)	(25.0, 424289.0)	(26.0, 673385.0)	(27.0, 1030570.0)	(28.0, 1485604.0)	(29.0, 2165823.0)	(30.0, 3110100.0)	(31.0, 4778868.0)	(32.0, 7632269.0)	(33.0, 13992797.0)	(34.0, 29190533.0)	(35.0, 71453793.0)	(36.0, 68523309.0)	(37.0, 153739.0)							
SRR29492937_2	(11.0, 2.0)	(12.0, 142.0)	(13.0, 939.0)	(14.0, 2787.0)	(15.0, 5479.0)	(16.0, 9252.0)	(17.0, 15777.0)	(18.0, 23816.0)	(19.0, 36362.0)	(20.0, 54875.0)	(21.0, 90699.0)	(22.0, 151644.0)	(23.0, 259298.0)	(24.0, 412947.0)	(25.0, 632915.0)	(26.0, 895054.0)	(27.0, 1252618.0)	(28.0, 1687543.0)	(29.0, 2341878.0)	(30.0, 3264479.0)	(31.0, 4922071.0)	(32.0, 7798068.0)	(33.0, 14315269.0)	(34.0, 30060434.0)	(35.0, 71987213.0)	(36.0, 64307612.0)	(37.0, 561126.0)			
SRR29492938_1	(13.0, 1.0)	(14.0, 9.0)	(15.0, 34.0)	(16.0, 144.0)	(17.0, 448.0)	(18.0, 1612.0)	(19.0, 5078.0)	(20.0, 14507.0)	(21.0, 37314.0)	(22.0, 81870.0)	(23.0, 165643.0)	(24.0, 291583.0)	(25.0, 485391.0)	(26.0, 732149.0)	(27.0, 1074336.0)	(28.0, 1498135.0)	(29.0, 2126825.0)	(30.0, 2978960.0)	(31.0, 4476173.0)	(32.0, 7038945.0)	(33.0, 12111010.0)	(34.0, 24957989.0)	(35.0, 66918371.0)	(36.0, 91691830.0)	(37.0, 618910.0)					
SRR29492938_2	(11.0, 7.0)	(12.0, 146.0)	(13.0, 1149.0)	(14.0, 3315.0)	(15.0, 6824.0)	(16.0, 13590.0)	(17.0, 25689.0)	(18.0, 41768.0)	(19.0, 62293.0)	(20.0, 88450.0)	(21.0, 132955.0)	(22.0, 203381.0)	(23.0, 322652.0)	(24.0, 490470.0)	(25.0, 733911.0)	(26.0, 1027803.0)	(27.0, 1435977.0)	(28.0, 1932994.0)	(29.0, 2699464.0)	(30.0, 3820361.0)	(31.0, 5932702.0)	(32.0, 9690014.0)	(33.0, 17849916.0)	(34.0, 35697958.0)	(35.0, 74688695.0)	(36.0, 59911370.0)	(37.0, 493413.0)			
SRR29492939_1	(13.0, 1.0)	(14.0, 6.0)	(15.0, 105.0)	(16.0, 466.0)	(17.0, 1310.0)	(18.0, 3139.0)	(19.0, 6938.0)	(20.0, 14372.0)	(21.0, 29455.0)	(22.0, 53800.0)	(23.0, 94493.0)	(24.0, 153315.0)	(25.0, 240396.0)	(26.0, 346822.0)	(27.0, 494221.0)	(28.0, 666915.0)	(29.0, 903455.0)	(30.0, 1169541.0)	(31.0, 1517873.0)	(32.0, 1895598.0)	(33.0, 2497509.0)	(34.0, 3479179.0)	(35.0, 6409294.0)	(36.0, 17019795.0)	(37.0, 748126.0)					
