Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
SRR29492967_1	(1.0, 70.55845283384879)	(2.0, 18.13982768134544)	(3.0, 4.012478875733718)	(4.0, 1.0909951573419854)	(5.0, 0.4486790344434703)	(6.0, 0.29085174220028404)	(7.0, 0.22793066964900766)	(8.0, 0.18298194597554393)	(9.0, 0.137014631171043)	('>10', 2.348678648383445)	('>50', 0.9099308947059048)	('>100', 1.339999555227106)	('>500', 0.20121598279163244)	('>1k', 0.09929461210751497)	('>5k', 0.0)	('>10k+', 0.01166773507521598)
SRR29492967_2	(1.0, 79.3400451700447)	(2.0, 16.53639536787242)	(3.0, 2.8264504419537357)	(4.0, 0.533005583643574)	(5.0, 0.1550333832700544)	(6.0, 0.08803698674870214)	(7.0, 0.06604126715790633)	(8.0, 0.048039851709825734)	(9.0, 0.036037269213126194)	('>10', 0.2447597063166229)	('>50', 0.029372157453044414)	('>100', 0.020048553109776067)	('>500', 0.006918697106079567)	('>1k', 0.01862375560628245)	('>5k', 0.00590806921329093)	('>10k+', 0.045283739580819146)
SRR29492968_1	(1.0, 69.66171506101003)	(2.0, 18.075873139529193)	(3.0, 4.364720685778963)	(4.0, 1.1755118290321709)	(5.0, 0.49146266335926697)	(6.0, 0.30072311035819993)	(7.0, 0.23482430675189123)	(8.0, 0.17389989036106823)	(9.0, 0.16593309621212785)	('>10', 2.4375799048834508)	('>50', 0.8519300440404229)	('>100', 1.5475883513914501)	('>500', 0.32735555909349484)	('>1k', 0.16842926519418244)	('>5k', 0.004449876524725352)	('>10k+', 0.018003216479245725)
SRR29492968_2	(1.0, 79.52072811100878)	(2.0, 15.951058342805435)	(3.0, 2.9250467844138517)	(4.0, 0.5809105840142997)	(5.0, 0.2020036347257716)	(6.0, 0.09901880081526092)	(7.0, 0.0820296709174312)	(8.0, 0.06903683174327631)	(9.0, 0.06304446325810062)	('>10', 0.35487067913321246)	('>50', 0.03839834894809771)	('>100', 0.021773716527769917)	('>500', 0.009089624335522567)	('>1k', 0.021511731415216454)	('>5k', 0.010120584609670679)	('>10k+', 0.05135809132830899)
SRR29492969_1	(1.0, 71.72168425673361)	(2.0, 17.303064842433898)	(3.0, 3.8424936796047033)	(4.0, 1.0330059511118854)	(5.0, 0.4446656670106718)	(6.0, 0.29484033768523404)	(7.0, 0.2339225186560181)	(8.0, 0.19897592575963668)	(9.0, 0.16301453863937257)	('>10', 2.294259872270512)	('>50', 0.8463725001874808)	('>100', 1.3106242502239078)	('>500', 0.18767690992233052)	('>1k', 0.10859513027923905)	('>5k', 0.003352240858988229)	('>10k+', 0.013451378622465694)
SRR29492969_2	(1.0, 80.38321003025167)	(2.0, 15.614020842327921)	(3.0, 2.612380107952259)	(4.0, 0.5239855072297518)	(5.0, 0.1630296573960483)	(6.0, 0.0940368086766315)	(7.0, 0.06603968219594421)	(8.0, 0.056045412550904415)	(9.0, 0.043043888409609314)	('>10', 0.31597693329709214)	('>50', 0.02938832484104762)	('>100', 0.015733257834066434)	('>500', 0.0046123056524760755)	('>1k', 0.023842107308557476)	('>5k', 0.006069350430669027)	('>10k+', 0.048585783645323725)
SRR29492970_1	(1.0, 72.87100269976177)	(2.0, 16.536380464828873)	(3.0, 3.547322179353887)	(4.0, 0.914299389700071)	(5.0, 0.380811166520665)	(6.0, 0.30293167080176864)	(7.0, 0.20000893135038345)	(8.0, 0.18805919575799354)	(9.0, 0.1620947917048999)	('>10', 2.6120356104843303)	('>50', 0.8957848984087776)	('>100', 1.1871541223037922)	('>500', 0.1409573835535655)	('>1k', 0.04878748048755924)	('>5k', 0.0)	('>10k+', 0.012370014981848766)
SRR29492970_2	(1.0, 81.3457756734625)	(2.0, 15.029217382746268)	(3.0, 2.439718660936702)	(4.0, 0.4650716346244779)	(5.0, 0.16406944697453127)	(6.0, 0.08706028314585278)	(7.0, 0.060057744637899195)	(8.0, 0.04305297427577167)	(9.0, 0.04106156385812179)	('>10', 0.20890222387676222)	('>50', 0.021342092696046682)	('>100', 0.019154072760348473)	('>500', 0.007254981974793704)	('>1k', 0.015300204122265725)	('>5k', 0.008061397941334883)	('>10k+', 0.044899661966374536)
SRR29492971_1	(1.0, 68.9947698144503)	(2.0, 18.93052208744927)	(3.0, 4.6310000528901965)	(4.0, 1.2619732987923606)	(5.0, 0.5187159710918249)	(6.0, 0.2649253839695538)	(7.0, 0.21299662801243727)	(8.0, 0.21905474017481313)	(9.0, 0.1720887155771144)	('>10', 2.6855716923266826)	('>50', 0.8635856858533097)	('>100', 1.0525228107921873)	('>500', 0.11257487433851858)	('>1k', 0.051800972096193276)	('>5k', 0.004723690350199844)	('>10k+', 0.023173581834898132)
SRR29492971_2	(1.0, 76.29057496307186)	(2.0, 17.832880297843047)	(3.0, 3.674005079325083)	(4.0, 0.8143304185524607)	(5.0, 0.29483570524295394)	(6.0, 0.13596025485460062)	(7.0, 0.09899727657452309)	(8.0, 0.07701826992323403)	(9.0, 0.06603313856657052)	('>10', 0.4375205490985302)	('>50', 0.06609748519742346)	('>100', 0.04086181264929902)	('>500', 0.009761496392863344)	('>1k', 0.009878104721448544)	('>5k', 0.012630859302321726)	('>10k+', 0.13861428868378692)
SRR29492972_1	(1.0, 73.33862688565927)	(2.0, 15.695499561928072)	(3.0, 3.3552448670341093)	(4.0, 0.8989124889247899)	(5.0, 0.4025964178373989)	(6.0, 0.2677870699942786)	(7.0, 0.20987661308039685)	(8.0, 0.16693644480885103)	(9.0, 0.1509737932408615)	('>10', 2.619992770873178)	('>50', 1.2348816860479586)	('>100', 1.325331729712247)	('>500', 0.19353422613149981)	('>1k', 0.09898684143713785)	('>5k', 0.005063385611426821)	('>10k+', 0.035755217678522126)
SRR29492972_2	(1.0, 81.6533682342031)	(2.0, 14.439679401615743)	(3.0, 2.369470318460621)	(4.0, 0.5187727928014912)	(5.0, 0.18795669121145775)	(6.0, 0.1129974095526878)	(7.0, 0.09301716277354911)	(8.0, 0.057022346559438546)	(9.0, 0.06303777306936571)	('>10', 0.29976089369671366)	('>50', 0.02836364509442592)	('>100', 0.0354802836348199)	('>500', 0.009230323670334587)	('>1k', 0.03580408425995738)	('>5k', 0.01417476128410415)	('>10k+', 0.08186387811224344)
SRR29492973_1	(1.0, 69.96585814150707)	(2.0, 18.53599541980634)	(3.0, 4.276820905717251)	(4.0, 1.06497214790592)	(5.0, 0.43768512870512694)	(6.0, 0.2708716776090852)	(7.0, 0.22894776410794174)	(8.0, 0.19800343447381163)	(9.0, 0.17604625916232144)	('>10', 2.3864676517135206)	('>50', 0.8735977912907228)	('>100', 1.2991563176962395)	('>500', 0.18532036231554805)	('>1k', 0.08773319931801549)	('>5k', 0.0)	('>10k+', 0.012523798671177033)
SRR29492973_2	(1.0, 78.03060050851018)	(2.0, 17.33704773129598)	(3.0, 3.197500553750563)	(4.0, 0.617054627051027)	(5.0, 0.17705899189973845)	(6.0, 0.09705607361424934)	(7.0, 0.07005760365406581)	(8.0, 0.05205552456479626)	(9.0, 0.03104069341396087)	('>10', 0.2679526560615983)	('>50', 0.027462008628011528)	('>100', 0.018193326544841557)	('>500', 0.0059831131232603064)	('>1k', 0.01960507240793951)	('>5k', 0.011023338356650857)	('>10k+', 0.04030817712313959)
SRR29492974_1	(1.0, 72.975089579622)	(2.0, 16.92982067283565)	(3.0, 3.4255882345031683)	(4.0, 0.8833454329428838)	(5.0, 0.3598250746184386)	(6.0, 0.24994217400204402)	(7.0, 0.17500408433648043)	(8.0, 0.18105032258499842)	(9.0, 0.13907405291781486)	('>10', 2.5723800644444355)	('>50', 0.8600131091416708)	('>100', 1.0310864003904086)	('>500', 0.13211200731260048)	('>1k', 0.0612537777535136)	('>5k', 0.006572360523535036)	('>10k+', 0.017842652070247555)
SRR29492974_2	(1.0, 81.03834732938995)	(2.0, 15.518334036830975)	(3.0, 2.3284420352232384)	(4.0, 0.4200061520584066)	(5.0, 0.15004033669117225)	(6.0, 0.07904133421175157)	(7.0, 0.0450349905395568)	(8.0, 0.03403508665012027)	(9.0, 0.026033446299243826)	('>10', 0.2318724192250106)	('>50', 0.016285449199657496)	('>100', 0.0180181987177374)	('>500', 0.006024732976791556)	('>1k', 0.028087748982322882)	('>5k', 0.011928916671097379)	('>10k+', 0.048467786332998496)
SRR29492975_1	(1.0, 72.78604311625658)	(2.0, 16.72813505286774)	(3.0, 3.4927565062662884)	(4.0, 0.9431101136345786)	(5.0, 0.3927359681936172)	(6.0, 0.2818869326206181)	(7.0, 0.2199713976397947)	(8.0, 0.19702777219717627)	(9.0, 0.16606839380852043)	('>10', 2.3303465539004597)	('>50', 0.9007158556413745)	('>100', 1.3129617832280418)	('>500', 0.16339925634086647)	('>1k', 0.06966373764737874)	('>5k', 0.00307588955604047)	('>10k+', 0.0121016702008698)
SRR29492975_2	(1.0, 80.8015385151465)	(2.0, 15.512319690841943)	(3.0, 2.4267680707723844)	(4.0, 0.4640811865651146)	(5.0, 0.1710761895568133)	(6.0, 0.0840601594275632)	(7.0, 0.07907796218751707)	(8.0, 0.04305407642934355)	(9.0, 0.03705654963102662)	('>10', 0.26114721108357664)	('>50', 0.028508528175717435)	('>100', 0.015811555846724657)	('>500', 0.007210159395342909)	('>1k', 0.019534784800876805)	('>5k', 0.008591571332464534)	('>10k+', 0.040163788807141526)
SRR29492976_1	(1.0, 45.399574874992986)	(2.0, 19.38259307535151)	(3.0, 8.457857330466634)	(4.0, 3.6296407031466025)	(5.0, 2.032068474208039)	(6.0, 1.275824031731337)	(7.0, 0.8989221930091101)	(8.0, 0.7176055441734921)	(9.0, 0.555439406407062)	('>10', 5.735154930767393)	('>50', 1.7208283415332668)	('>100', 3.408747116420823)	('>500', 1.1592444224110807)	('>1k', 2.0631290921120833)	('>5k', 0.8512404570316863)	('>10k+', 2.71213000623693)
SRR29492976_2	(1.0, 44.775765127220076)	(2.0, 18.261137937226113)	(3.0, 8.191441744718087)	(4.0, 3.6607424848818146)	(5.0, 2.1247722830845186)	(6.0, 1.380004202189225)	(7.0, 1.0010739768809276)	(8.0, 0.7956225412662832)	(9.0, 0.6321087180804528)	('>10', 6.142351062095178)	('>50', 1.6472094149891963)	('>100', 3.2807787537807784)	('>500', 1.2226173807517517)	('>1k', 2.2151633279565)	('>5k', 0.9486007747702434)	('>10k+', 3.7206102701088506)
SRR29492977_1	(1.0, 41.11973255472282)	(2.0, 19.490617827759255)	(3.0, 9.775971053422545)	(4.0, 4.7252689376156365)	(5.0, 2.6398036175076722)	(6.0, 1.664716432808948)	(7.0, 1.1741477720186257)	(8.0, 0.8898328207352865)	(9.0, 0.740806067839915)	('>10', 6.675828973669533)	('>50', 1.815411230506343)	('>100', 3.2616267289625807)	('>500', 0.9674461305681189)	('>1k', 1.735442940242976)	('>5k', 0.554774206104461)	('>10k+', 2.768572705515094)
SRR29492977_2	(1.0, 39.62471452340039)	(2.0, 17.828840889530156)	(3.0, 9.222841795692347)	(4.0, 4.745267673565331)	(5.0, 2.7958015422540945)	(6.0, 1.9068908645463793)	(7.0, 1.3558694761417525)	(8.0, 1.091211963172203)	(9.0, 0.8899869767538694)	('>10', 7.813451604862795)	('>50', 1.8579952698381093)	('>100', 3.280242646647847)	('>500', 1.1423086256196675)	('>1k', 1.9324935455778185)	('>5k', 0.8736207564490315)	('>10k+', 3.6384618459476257)
SRR29492978_1	(1.0, 38.78674420091808)	(2.0, 18.391100552245323)	(3.0, 9.180785869167964)	(4.0, 4.546385718048448)	(5.0, 2.4979622555359358)	(6.0, 1.5736362499437055)	(7.0, 1.1401514429168833)	(8.0, 0.8671701021978225)	(9.0, 0.6378143737710151)	('>10', 6.216744448686398)	('>50', 1.7208918658066892)	('>100', 3.7689261391097357)	('>500', 1.399682116806847)	('>1k', 2.8408073352021845)	('>5k', 1.2674366655233182)	('>10k+', 5.163760664119392)
SRR29492978_2	(1.0, 37.67978270760325)	(2.0, 17.596309797677673)	(3.0, 9.041590059558173)	(4.0, 4.627654807103492)	(5.0, 2.703920873847087)	(6.0, 1.7735055887200188)	(7.0, 1.2242445646810394)	(8.0, 0.9456606650904925)	(9.0, 0.7676330710691285)	('>10', 6.902793821096888)	('>50', 1.660054365083929)	('>100', 3.692331558666279)	('>500', 1.3524048517787557)	('>1k', 2.7726358258335577)	('>5k', 1.2127494299156134)	('>10k+', 6.046728012274624)
SRR29492979_1	(1.0, 54.33933529670529)	(2.0, 17.642534003928883)	(3.0, 6.562839251030372)	(4.0, 3.188864097826214)	(5.0, 1.9203469915551954)	(6.0, 1.17516613240099)	(7.0, 0.9387024792941244)	(8.0, 0.6920136011102931)	(9.0, 0.5348688758364402)	('>10', 5.014471748658642)	('>50', 1.345510395098632)	('>100', 2.7221088030039726)	('>500', 0.9332807226051435)	('>1k', 1.4898000622516059)	('>5k', 0.5133519624218869)	('>10k+', 0.9868055762722402)
SRR29492979_2	(1.0, 52.91313411050227)	(2.0, 16.871469389798534)	(3.0, 6.654348060765707)	(4.0, 3.3329603917253703)	(5.0, 1.9782381237466142)	(6.0, 1.4395257384618623)	(7.0, 1.0143919105113233)	(8.0, 0.8383265435487819)	(9.0, 0.649379969072402)	('>10', 5.562023273032485)	('>50', 1.2895035186831603)	('>100', 2.5656458469462033)	('>500', 0.9081816526905127)	('>1k', 1.5192551441888966)	('>5k', 0.4531624001553102)	('>10k+', 2.010453926170623)
SRR29492980_1	(1.0, 49.388394737811595)	(2.0, 16.65493641927997)	(3.0, 6.587125769198971)	(4.0, 3.0653290354681784)	(5.0, 1.8074817604450806)	(6.0, 1.2217542072952454)	(7.0, 0.9182228781312092)	(8.0, 0.7321939154181201)	(9.0, 0.6212267643986461)	('>10', 5.906397704255848)	('>50', 1.703166707590579)	('>100', 3.812706864680394)	('>500', 1.4201330373235026)	('>1k', 2.8048698934676035)	('>5k', 0.8838933202405558)	('>10k+', 2.472166984994477)
SRR29492980_2	(1.0, 48.609414615940125)	(2.0, 15.735806119019605)	(3.0, 6.443700394905816)	(4.0, 3.275129072628021)	(5.0, 1.9917178071297077)	(6.0, 1.3500830641469006)	(7.0, 0.9962230280158153)	(8.0, 0.832827566176813)	(9.0, 0.6754441524323784)	('>10', 6.296653097312414)	('>50', 1.650142857019438)	('>100', 3.4146403273332258)	('>500', 1.3398365336373095)	('>1k', 2.5227526502453013)	('>5k', 1.1280125103381162)	('>10k+', 3.737616203719016)
SRR29492981_1	(1.0, 48.82608611817434)	(2.0, 20.36946859240653)	(3.0, 8.585641238179276)	(4.0, 3.790798306209303)	(5.0, 1.9646108664086799)	(6.0, 1.2234547576124184)	(7.0, 0.8009265985390148)	(8.0, 0.6626197194569985)	(9.0, 0.4768763297515073)	('>10', 4.330550612718546)	('>50', 1.234609878916452)	('>100', 2.8999797736719968)	('>500', 1.2125726711504132)	('>1k', 1.7821953308469018)	('>5k', 0.6142841308267128)	('>10k+', 1.2253250751310247)
SRR29492981_2	(1.0, 47.82372423339635)	(2.0, 19.104664031713366)	(3.0, 8.367745028975367)	(4.0, 3.961853464914105)	(5.0, 2.2943334846535492)	(6.0, 1.3604102870674604)	(7.0, 0.9567384122347967)	(8.0, 0.7754205487685817)	(9.0, 0.6402896401240574)	('>10', 4.913708918291457)	('>50', 1.292029185558583)	('>100', 2.7298727436763026)	('>500', 1.061598948574722)	('>1k', 1.9497384542412715)	('>5k', 0.5044997308585658)	('>10k+', 2.2633728869514784)
SRR29492982_1	(1.0, 51.42422019918995)	(2.0, 18.67581086694968)	(3.0, 7.198528872883123)	(4.0, 3.1991589894147103)	(5.0, 1.6237527000908778)	(6.0, 1.064549711006029)	(7.0, 0.7529498323155647)	(8.0, 0.5788806240203488)	(9.0, 0.4194247178306135)	('>10', 4.048221644113735)	('>50', 1.1642948188031472)	('>100', 3.0969599774356644)	('>500', 1.375801570486969)	('>1k', 2.3262619899374903)	('>5k', 0.6912101062767212)	('>10k+', 2.359973379245307)
SRR29492982_2	(1.0, 50.318228242234085)	(2.0, 17.616019423135217)	(3.0, 7.235030580990373)	(4.0, 3.36508623554561)	(5.0, 1.8561302225782628)	(6.0, 1.2440502266116265)	(7.0, 0.8556244784777925)	(8.0, 0.639554307340785)	(9.0, 0.5237228612553448)	('>10', 4.613667158972515)	('>50', 1.2108365790406028)	('>100', 2.8416603635562807)	('>500', 1.2538454897441165)	('>1k', 2.5426453054650335)	('>5k', 0.8039169400216616)	('>10k+', 3.0799815850306644)
SRR29492983_1	(1.0, 50.755297458781435)	(2.0, 18.10375639093113)	(3.0, 7.000149314890523)	(4.0, 3.014693502672166)	(5.0, 1.6496978519025751)	(6.0, 1.0352803626013238)	(7.0, 0.7377157899147079)	(8.0, 0.5437925567911628)	(9.0, 0.4324602775517665)	('>10', 4.537931541808814)	('>50', 1.438552202056525)	('>100', 3.268847167482123)	('>500', 1.255693952062874)	('>1k', 2.496090579917438)	('>5k', 0.9406542585711023)	('>10k+', 2.789386792064313)
SRR29492983_2	(1.0, 50.45774867315785)	(2.0, 16.762248712586437)	(3.0, 6.629189476105318)	(4.0, 3.175963857204336)	(5.0, 1.8744019675941728)	(6.0, 1.268236349187384)	(7.0, 0.8697318378797851)	(8.0, 0.6945422199037131)	(9.0, 0.5225599334106175)	('>10', 4.986274064903262)	('>50', 1.3536499594394185)	('>100', 2.97583850517388)	('>500', 1.2220111493204493)	('>1k', 2.362637605722214)	('>5k', 1.0509288232326723)	('>10k+', 3.794036865178402)
SRR29492984_1	(1.0, 42.32916621136809)	(2.0, 18.266987356461076)	(3.0, 8.39798480006476)	(4.0, 4.033786186463036)	(5.0, 2.4417991243823423)	(6.0, 1.6467680537483238)	(7.0, 1.1744282922547782)	(8.0, 0.9058061372145085)	(9.0, 0.7530656722790431)	('>10', 6.867312909141613)	('>50', 1.796655041681741)	('>100', 3.6470287589964854)	('>500', 1.3546291667712387)	('>1k', 2.43171423039077)	('>5k', 1.0730614352336159)	('>10k+', 2.8798066235485114)
SRR29492984_2	(1.0, 41.061515805734906)	(2.0, 16.85690237974954)	(3.0, 8.053663341979576)	(4.0, 4.282896032311885)	(5.0, 2.743991317648015)	(6.0, 1.7852591949068273)	(7.0, 1.3315439882900415)	(8.0, 1.067211225251301)	(9.0, 0.8308143680365075)	('>10', 7.7059550760359015)	('>50', 1.875386487283388)	('>100', 3.555672429426169)	('>500', 1.3611612905387727)	('>1k', 2.6289056321095465)	('>5k', 1.0265736020090441)	('>10k+', 3.8325478286883223)
SRR29492985_1	(1.0, 49.796273467591654)	(2.0, 17.931359485743076)	(3.0, 7.150877858091211)	(4.0, 3.4093818333521986)	(5.0, 2.0333708697340542)	(6.0, 1.3178451109025613)	(7.0, 0.9927808773175241)	(8.0, 0.8028867542943173)	(9.0, 0.6191554237239905)	('>10', 5.85725776030717)	('>50', 1.539326860857285)	('>100', 3.0638115633511167)	('>500', 0.9929011925743476)	('>1k', 2.013504353392547)	('>5k', 0.7102058588815466)	('>10k+', 1.7690607298856242)
SRR29492985_2	(1.0, 48.12036376558647)	(2.0, 16.997109072766854)	(3.0, 7.0487793844483155)	(4.0, 3.513200413816173)	(5.0, 2.238412958353369)	(6.0, 1.5168006732063795)	(7.0, 1.1344240714165037)	(8.0, 0.917600254020581)	(9.0, 0.7360044310317998)	('>10', 6.709594250270241)	('>50', 1.628939408352573)	('>100', 2.9493133758771357)	('>500', 1.0861911812679317)	('>1k', 1.7432418128462899)	('>5k', 0.927342908135516)	('>10k+', 2.7326820386038366)
SRR29492986_1	(1.0, 46.405907071288375)	(2.0, 18.10945580142716)	(3.0, 7.817234334578782)	(4.0, 3.822928685835752)	(5.0, 2.2017429211908484)	(6.0, 1.443784976457272)	(7.0, 1.0473067427726135)	(8.0, 0.8265439344515395)	(9.0, 0.7007818884439688)	('>10', 6.378562539155105)	('>50', 1.6448286085631567)	('>100', 3.356315716873928)	('>500', 1.1646992495744242)	('>1k', 2.001286505809757)	('>5k', 0.8540135547618776)	('>10k+', 2.2246074688152504)
SRR29492986_2	(1.0, 45.09420948080823)	(2.0, 17.02972890610166)	(3.0, 7.48808755175453)	(4.0, 3.941614118663224)	(5.0, 2.317569288223979)	(6.0, 1.6259874466104944)	(7.0, 1.2467920603163292)	(8.0, 0.9581241476675214)	(9.0, 0.764043121305573)	('>10', 7.07483347473123)	('>50', 1.7970915611655103)	('>100', 3.193510940245202)	('>500', 1.2592918931074832)	('>1k', 2.07092196435612)	('>5k', 0.8219196738101099)	('>10k+', 3.316274371132552)
SRR29492987_1	(1.0, 51.239877601828624)	(2.0, 18.312363406560532)	(3.0, 7.126296395854098)	(4.0, 3.328668705105385)	(5.0, 1.8160654929620414)	(6.0, 1.2239913276216354)	(7.0, 0.872270538604223)	(8.0, 0.6254826509025672)	(9.0, 0.5470430569806144)	('>10', 4.944271605508925)	('>50', 1.4310797153121426)	('>100', 3.1950347781242283)	('>500', 1.1346419967028758)	('>1k', 1.9275771117756826)	('>5k', 0.7018088343624493)	('>10k+', 1.5735267817943055)
SRR29492987_2	(1.0, 50.181314588887204)	(2.0, 17.155088438613035)	(3.0, 6.943522442629472)	(4.0, 3.435081928383099)	(5.0, 1.9649201673539167)	(6.0, 1.4277324962852103)	(7.0, 1.02731007119381)	(8.0, 0.8291265080194843)	(9.0, 0.6125217450672907)	('>10', 5.536772518118931)	('>50', 1.367626143948354)	('>100', 2.873979011774668)	('>500', 1.1412046303521908)	('>1k', 2.0652960102239835)	('>5k', 0.7313136094258713)	('>10k+', 2.7071896897233527)
SRR29492988_1	(1.0, 46.41998674442057)	(2.0, 17.462230665429125)	(3.0, 7.067793532796457)	(4.0, 3.2865197735665026)	(5.0, 1.9467136024012337)	(6.0, 1.3001291432468225)	(7.0, 1.0075516911631837)	(8.0, 0.7252170033379521)	(9.0, 0.6112706202686325)	('>10', 5.857645268256283)	('>50', 1.6808356791944534)	('>100', 3.5414873214408513)	('>500', 1.487487769750476)	('>1k', 3.016059148153521)	('>5k', 1.1920855820407872)	('>10k+', 3.396986454533421)
SRR29492988_2	(1.0, 45.60034611008138)	(2.0, 16.45761491268661)	(3.0, 6.938558469590897)	(4.0, 3.378052350227329)	(5.0, 2.1095643817128593)	(6.0, 1.4287958313620448)	(7.0, 1.102978585338135)	(8.0, 0.8226516371060598)	(9.0, 0.7035957518611708)	('>10', 6.385075206512042)	('>50', 1.731075474898527)	('>100', 3.4220860586307404)	('>500', 1.3901681867928541)	('>1k', 2.9415141567841427)	('>5k', 1.060858343820355)	('>10k+', 4.527064542594875)
SRR29492989_1	(1.0, 46.800034123647876)	(2.0, 18.47895910631387)	(3.0, 7.7794363058308)	(4.0, 3.6001292223953527)	(5.0, 1.992814575790009)	(6.0, 1.2642356583773546)	(7.0, 0.9180023045409077)	(8.0, 0.7595203687516405)	(9.0, 0.5856297638494758)	('>10', 5.482295305287322)	('>50', 1.61785484902154)	('>100', 3.559027971529247)	('>500', 1.223224932927518)	('>1k', 2.2957108499022434)	('>5k', 0.9102897673081395)	('>10k+', 2.7328348945268313)
SRR29492989_2	(1.0, 45.725641721082084)	(2.0, 17.34760664157153)	(3.0, 7.739074863541662)	(4.0, 3.6462725241076273)	(5.0, 2.200194146315852)	(6.0, 1.506538600627154)	(7.0, 1.0879948518784113)	(8.0, 0.8139127198002458)	(9.0, 0.6581337228962639)	('>10', 6.015381885710087)	('>50', 1.4867993794064096)	('>100', 3.248827654580099)	('>500', 1.2701874552715322)	('>1k', 2.4641579986931497)	('>5k', 0.9057662533622659)	('>10k+', 3.883509581155395)
SRR29492990_1	(1.0, 51.90152782131988)	(2.0, 18.729501457400744)	(3.0, 7.176490919813279)	(4.0, 3.063059450580444)	(5.0, 1.659818542731094)	(6.0, 1.1192371004266721)	(7.0, 0.743558648445574)	(8.0, 0.5856624136801659)	(9.0, 0.47688903505067437)	('>10', 4.511456099432527)	('>50', 1.336055434146312)	('>100', 2.9053635699037272)	('>500', 1.1678700686125656)	('>1k', 2.0396401357648646)	('>5k', 0.7508705973353609)	('>10k+', 1.832998705356208)
SRR29492990_2	(1.0, 51.00752198826678)	(2.0, 17.797802239435732)	(3.0, 7.014627270925826)	(4.0, 3.145277844969497)	(5.0, 1.7930201298262276)	(6.0, 1.2186828955049178)	(7.0, 0.8854936773245374)	(8.0, 0.6945591781613825)	(9.0, 0.5568759948837164)	('>10', 5.082959230837782)	('>50', 1.288542850598675)	('>100', 2.7889206787141667)	('>500', 1.0454433870061646)	('>1k', 2.080205909310671)	('>5k', 0.9751352416390481)	('>10k+', 2.624931482595028)
SRR29492991_1	(1.0, 47.057959242550346)	(2.0, 19.002776633112248)	(3.0, 8.327233835959708)	(4.0, 3.7984259142892394)	(5.0, 2.167183249607785)	(6.0, 1.4470603780441793)	(7.0, 1.0457584325451277)	(8.0, 0.7745302767015392)	(9.0, 0.6661291652863987)	('>10', 5.254242999445462)	('>50', 1.3815163349152415)	('>100', 3.117225261332861)	('>500', 1.2173614553817258)	('>1k', 2.0586936393211173)	('>5k', 0.8367610569128445)	('>10k+', 1.8471421245942123)
SRR29492991_2	(1.0, 45.398717639388906)	(2.0, 17.58027210546775)	(3.0, 7.9761129222257185)	(4.0, 4.0844833066952635)	(5.0, 2.4025485257432653)	(6.0, 1.631576441652081)	(7.0, 1.1497791741515881)	(8.0, 0.9544120533385038)	(9.0, 0.7717214125553045)	('>10', 6.413944002440711)	('>50', 1.502886127240191)	('>100', 2.8926512854472612)	('>500', 1.2436378282183764)	('>1k', 2.1319350252332616)	('>5k', 0.7850154569694935)	('>10k+', 3.0803066932323233)
SRR29492992_1	(1.0, 49.661191299995885)	(2.0, 16.186831392691676)	(3.0, 6.147398237089488)	(4.0, 2.96592746882657)	(5.0, 1.670519823899088)	(6.0, 1.1521205143238442)	(7.0, 0.9053367541822874)	(8.0, 0.6889268222609932)	(9.0, 0.5625845359345777)	('>10', 5.330608881492588)	('>50', 1.6522065885497756)	('>100', 3.7871365301315336)	('>500', 1.567337661241342)	('>1k', 3.3604036939831503)	('>5k', 1.1091754406605283)	('>10k+', 3.2522943547366268)
SRR29492992_2	(1.0, 48.53776711333338)	(2.0, 15.556326782354478)	(3.0, 6.129644054636808)	(4.0, 2.967320876444364)	(5.0, 1.8988999116036405)	(6.0, 1.3198504963965672)	(7.0, 0.9866239953241084)	(8.0, 0.7437879685781819)	(9.0, 0.654278275404174)	('>10', 5.792356470291084)	('>50', 1.636026336366837)	('>100', 3.5361461113460733)	('>500', 1.4720992886938238)	('>1k', 3.082075986710808)	('>5k', 1.2086908578140134)	('>10k+', 4.478105474701661)
SRR29492993_1	(1.0, 53.16070325505603)	(2.0, 18.377644026511668)	(3.0, 6.569192524664672)	(4.0, 2.8872270580249006)	(5.0, 1.6099155729673131)	(6.0, 1.0227017301892234)	(7.0, 0.7242367143908177)	(8.0, 0.563688066419451)	(9.0, 0.4426545608541379)	('>10', 4.261292040345281)	('>50', 1.434193612848658)	('>100', 3.2848898074204635)	('>500', 1.360577523851901)	('>1k', 2.204145673957918)	('>5k', 0.6917173960480576)	('>10k+', 1.4052204364495715)
SRR29492993_2	(1.0, 52.327050824448776)	(2.0, 17.178945684003768)	(3.0, 6.5793464267570485)	(4.0, 3.111702727304799)	(5.0, 1.8109532580511911)	(6.0, 1.2021937699688974)	(7.0, 0.8395746777000529)	(8.0, 0.6442396306072944)	(9.0, 0.5293317231763168)	('>10', 4.7354113911146865)	('>50', 1.373769555923628)	('>100', 2.9753207886044706)	('>500', 1.2129864615967125)	('>1k', 2.4062756346366614)	('>5k', 0.6598436375225387)	('>10k+', 2.413053808583245)
